URL,Type,Brand,Model,Component,Has Data (Indexed)
"/machines/a.x.i.-fr300aa","machine","A.X.I.","FR300AA","","YES"
"/machines/acm-me040","machine","ACM","ME040","","YES"
"/machines/allen-at14f","machine","ALLEN","AT14F","","YES"
"/machines/allen-at16","machine","ALLEN","AT16","","YES"
"/machines/alltrack-at1500","machine","ALLtrack","AT1500","","YES"
"/machines/alltrack-at2200","machine","ALLtrack","AT2200","","YES"
"/machines/asv-md-70","machine","ASV","MD-70","","YES"
"/machines/asv-posi-trac2800","machine","ASV","POSI-TRAC2800","","YES"
"/machines/asv-posi-trac2810","machine","ASV","POSI-TRAC2810","","YES"
"/machines/asv-posi-trac4800","machine","ASV","POSI-TRAC4800","","YES"
"/machines/asv-posi-trac4810","machine","ASV","POSI-TRAC4810","","YES"
"/machines/asv-posi-trachd4500","machine","ASV","POSI-TRAC HD4500","","YES"
"/machines/asv-posi-trachd4520","machine","ASV","POSI-TRAC HD4520","","YES"
"/machines/asv-pt100","machine","ASV","PT100","","YES"
"/machines/asv-pt50","machine","ASV","PT50","","YES"
"/machines/asv-pt60","machine","ASV","PT60","","YES"
"/machines/asv-pt80","machine","ASV","PT80","","YES"
"/machines/asv-rc100","machine","ASV","RC100","","YES"
"/machines/asv-rc50","machine","ASV","RC50","","YES"
"/machines/asv-rc60","machine","ASV","RC60","","YES"
"/machines/asv-rc85","machine","ASV","RC85","","YES"
"/machines/asv-rcv","machine","ASV","RCV","","YES"
"/machines/asv-rt50","machine","ASV","RT50","","YES"
"/machines/asv-rt65","machine","ASV","RT65","","YES"
"/machines/asv-rt75","machine","ASV","RT75","","YES"
"/machines/asv-sc-50","machine","ASV","SC-50","","YES"
"/machines/asv-sr-80","machine","ASV","SR-80","","YES"
"/machines/asv-st-50","machine","ASV","ST-50","","YES"
"/machines/asv-vt-70","machine","ASV","VT-70","","YES"
"/machines/atn-atnpiaf450","machine","ATN","ATN | PIAF450","","YES"
"/machines/atn-atnpiaf560","machine","ATN","ATN | PIAF560","","YES"
"/machines/atn-atnpiaf800","machine","ATN","ATN | PIAF800","","YES"
"/machines/atn-atnpiaf810","machine","ATN","ATN | PIAF810","","YES"
"/machines/atn-atnpiaf811","machine","ATN","ATN | PIAF811","","YES"
"/machines/abbati-bbt954-516","machine","Abbati","BBT954-5.16","","YES"
"/machines/abbati-bbt954-517","machine","Abbati","BBT954-5.17","","YES"
"/machines/aces-htc500","machine","Aces","HTC500","","YES"
"/machines/active-pt1300","machine","Active","PT1300","","YES"
"/machines/active-pt1320","machine","Active","PT1320","","YES"
"/machines/active-pt1460","machine","Active","PT1460","","YES"
"/machines/agri-dm10","machine","Agri","DM10","","YES"
"/machines/aichi-fr300","machine","Aichi","FR300","","YES"
"/machines/aichi-rm040","machine","Aichi","RM040","","YES"
"/machines/aichi-rv040","machine","Aichi","RV040","","YES"
"/machines/aichi-rv041","machine","Aichi","RV041","","YES"
"/machines/aichi-rv042","machine","Aichi","RV042","","YES"
"/machines/aichi-rv04a","machine","Aichi","RV04A","","YES"
"/machines/aichi-rv060","machine","Aichi","RV060","","YES"
"/machines/aichi-rv061","machine","Aichi","RV061","","YES"
"/machines/airman-ax17","machine","Airman","AX17","","YES"
"/machines/airman-ax17-2","machine","Airman","AX17 - 2","","YES"
"/machines/airman-ax17-2n","machine","Airman","AX17 - 2N","","YES"
"/machines/airman-ax17cgl-2n","machine","Airman","AX17CGL-2N","","YES"
"/machines/airman-ax17u","machine","Airman","AX17U","","YES"
"/machines/airman-ax08","machine","Airman","AX08","","YES"
"/machines/airman-ax08-02","machine","Airman","AX08-02","","YES"
"/machines/airman-ax08-2kt","machine","Airman","AX08-2KT","","YES"
"/machines/airman-ax08gl-2","machine","Airman","AX08GL-2","","YES"
"/machines/airman-ax10u","machine","Airman","AX10U","","YES"
"/machines/airman-ax12","machine","Airman","AX12","","YES"
"/machines/airman-ax12-2","machine","Airman","AX12-2","","YES"
"/machines/airman-ax15","machine","Airman","AX15","","YES"
"/machines/airman-ax15u","machine","Airman","AX15U","","YES"
"/machines/airman-ax15-2","machine","Airman","AX15-2","","YES"
"/machines/airman-ax16","machine","Airman","AX16","","YES"
"/machines/airman-ax16-2","machine","Airman","AX16-2","","YES"
"/machines/airman-ax16-3","machine","Airman","AX16-3","","YES"
"/machines/airman-ax16cbl-3","machine","Airman","AX16CBL-3","","YES"
"/machines/airman-ax18-2","machine","Airman","AX18-2","","YES"
"/machines/airman-ax19u","machine","Airman","AX19U","","YES"
"/machines/airman-ax20-3","machine","Airman","AX20-3","","YES"
"/machines/airman-ax20u","machine","Airman","AX20U","","YES"
"/machines/airman-ax20ur","machine","Airman","AX20UR","","YES"
"/machines/airman-ax22","machine","Airman","AX22","","YES"
"/machines/airman-ax22-1","machine","Airman","AX22-1","","YES"
"/machines/airman-ax22-2","machine","Airman","AX22-2","","YES"
"/machines/airman-ax22cgl","machine","Airman","AX22CGL","","YES"
"/machines/airman-ax22ucgl","machine","Airman","AX22UCGL","","YES"
"/machines/airman-ax22ucgl4","machine","Airman","AX22UCGL4","","YES"
"/machines/airman-ax25","machine","Airman","AX25","","YES"
"/machines/airman-ax25-1","machine","Airman","AX25-1","","YES"
"/machines/airman-ax25-2","machine","Airman","AX25-2","","YES"
"/machines/airman-ax25-3","machine","Airman","AX25-3","","YES"
"/machines/airman-ax26u-6","machine","Airman","AX26U-6","","YES"
"/machines/airman-ax27","machine","Airman","AX27","","YES"
"/machines/airman-ax27u","machine","Airman","AX27U","","YES"
"/machines/airman-ax27u-4","machine","Airman","AX27U-4","","YES"
"/machines/airman-ax29ucgl","machine","Airman","AX29UCGL","","YES"
"/machines/airman-ax30","machine","Airman","AX30","","YES"
"/machines/airman-ax30-1","machine","Airman","AX30-1","","YES"
"/machines/airman-ax30-2","machine","Airman","AX30-2","","YES"
"/machines/airman-ax30-3","machine","Airman","AX30-3","","YES"
"/machines/airman-ax30u-4","machine","Airman","AX30U-4","","YES"
"/machines/airman-ax30ur","machine","Airman","AX30UR","","YES"
"/machines/airman-ax30ur-1","machine","Airman","AX30UR-1","","YES"
"/machines/airman-ax30ur-2","machine","Airman","AX30UR-2","","YES"
"/machines/airman-ax30ur-3","machine","Airman","AX30UR-3","","YES"
"/machines/airman-ax32u","machine","Airman","AX32U","","YES"
"/machines/airman-ax33mu","machine","Airman","AX33MU","","YES"
"/machines/airman-ax33u","machine","Airman","AX33U","","YES"
"/machines/airman-ax33u-6","machine","Airman","AX33U-6","","YES"
"/machines/airman-ax35","machine","Airman","AX35","","YES"
"/machines/airman-ax35-1","machine","Airman","AX35-1","","YES"
"/machines/airman-ax35-2","machine","Airman","AX35-2","","YES"
"/machines/airman-ax35cgl-3","machine","Airman","AX35CGL-3","","YES"
"/machines/airman-ax35u","machine","Airman","AX35U","","YES"
"/machines/airman-ax35u-4","machine","Airman","AX35U-4","","YES"
"/machines/airman-ax36u","machine","Airman","AX36U","","YES"
"/machines/airman-ax36ucgl","machine","Airman","AX36UCGL","","YES"
"/machines/airman-ax38ucgl","machine","Airman","AX38UCGL","","YES"
"/machines/airman-ax40","machine","Airman","AX40","","YES"
"/machines/airman-ax40-2","machine","Airman","AX40-2","","YES"
"/machines/airman-ax40u","machine","Airman","AX40U","","YES"
"/machines/airman-ax40u-4","machine","Airman","AX40U-4","","YES"
"/machines/airman-ax40ur-1","machine","Airman","AX40UR-1","","YES"
"/machines/airman-ax40ur-2","machine","Airman","AX40UR-2","","YES"
"/machines/airman-ax45","machine","Airman","AX45","","YES"
"/machines/airman-ax45-2","machine","Airman","AX45-2","","YES"
"/machines/airman-ax45cgl-2","machine","Airman","AX45CGL-2","","YES"
"/machines/airman-ax50","machine","Airman","AX50","","YES"
"/machines/airman-ax50-2","machine","Airman","AX50-2","","YES"
"/machines/airman-ax50-3","machine","Airman","AX50-3","","YES"
"/machines/airman-ax50u","machine","Airman","AX50U","","YES"
"/machines/airman-ax50u-4","machine","Airman","AX50U-4","","YES"
"/machines/airman-ax50ucgl","machine","Airman","AX50UCGL","","YES"
"/machines/airman-ax52ucgl-5","machine","Airman","AX52UCGL-5","","YES"
"/machines/airman-ax55u-6a","machine","Airman","AX55U-6A","","YES"
"/machines/airman-ax55ur","machine","Airman","AX55UR","","YES"
"/machines/airman-ax55ur-3","machine","Airman","AX55UR-3","","YES"
"/machines/airman-ax58","machine","Airman","AX58","","YES"
"/machines/airman-ax58mu","machine","Airman","AX58MU","","YES"
"/machines/airman-axc12","machine","Airman","AXC12","","YES"
"/machines/airman-axc15","machine","Airman","AXC15","","YES"
"/machines/airman-hm07s","machine","Airman","HM07S","","YES"
"/machines/airman-hm10","machine","Airman","HM10","","YES"
"/machines/airman-hm10new","machine","Airman","HM10NEW","","YES"
"/machines/airman-hm10g","machine","Airman","HM10G","","YES"
"/machines/airman-hm10sg","machine","Airman","HM10SG","","YES"
"/machines/airman-hm15","machine","Airman","HM15","","YES"
"/machines/airman-hm15new","machine","Airman","HM15NEW","","YES"
"/machines/airman-hm15s","machine","Airman","HM15S","","YES"
"/machines/airman-hm30sgz","machine","Airman","HM30SGZ","","YES"
"/machines/airman-hm35","machine","Airman","HM35","","YES"
"/machines/airman-hm45","machine","Airman","HM45","","YES"
"/machines/airman-hm45-2","machine","Airman","HM45-2","","YES"
"/machines/airman-hm45sg-2","machine","Airman","HM45SG-2","","YES"
"/machines/airman-hm50","machine","Airman","HM50","","YES"
"/machines/airman-hm55","machine","Airman","HM55","","YES"
"/machines/airman-foredil-ax16-2n","machine","Airman-Foredil","AX16-2N","","YES"
"/machines/airman-foredil-ax29u","machine","Airman-Foredil","AX29U","","YES"
"/machines/airman-foredil-ax35","machine","Airman-Foredil","AX35","","YES"
"/machines/airman-foredil-ax45","machine","Airman-Foredil","AX45","","YES"
"/machines/airman-foredil-ax22","machine","Airman-Foredil","AX22","","YES"
"/machines/almac-athena-870","machine","Almac","Athena-870","","YES"
"/machines/almac-bibi-1090evo","machine","Almac","BIBI-1090EVO","","YES"
"/machines/almac-bibi-1250cl","machine","Almac","BIBI-1250CL","","YES"
"/machines/almac-bibi-1470he","machine","Almac","BIBI-1470HE","","YES"
"/machines/almac-bibi-850bl","machine","Almac","BIBI-850BL","","YES"
"/machines/almac-bibi-850he","machine","Almac","BIBI-850HE","","YES"
"/machines/almac-bibi-870bl","machine","Almac","BIBI-870BL","","YES"
"/machines/almac-bieasy15","machine","Almac","BIEASY1,5","","YES"
"/machines/almac-multi-loader25","machine","Almac","MULTI-LOADER2.5","","YES"
"/machines/amerequip-eagle-trax40","machine","Amerequip Eagle","TRAX40","","YES"
"/machines/american-direction-drill-dd10","machine","American Direction Drill","DD10","","YES"
"/machines/american-direction-drill-dd2","machine","American Direction Drill","DD2","","YES"
"/machines/american-direction-drill-dd3","machine","American Direction Drill","DD3","","YES"
"/machines/american-direction-drill-dd4","machine","American Direction Drill","DD4","","YES"
"/machines/american-direction-drill-dd6","machine","American Direction Drill","DD6","","YES"
"/machines/american-direction-drill-dd8","machine","American Direction Drill","DD8","","YES"
"/machines/ammann-amx65","machine","Ammann","AMX65","","YES"
"/machines/ammann-amx85zt","machine","Ammann","AMX85ZT","","YES"
"/machines/andreoli-ut60evo","machine","Andreoli","UT60EVO","","YES"
"/machines/angel-wy13","machine","Angel","WY1.3","","YES"
"/machines/angel-wy25","machine","Angel","WY2.5","","YES"
"/machines/angel-wy35","machine","Angel","WY3.5","","YES"
"/machines/antec-a12b","machine","Antec","A12B","","YES"
"/machines/antec-a14sa","machine","Antec","A14sa","","YES"
"/machines/antec-hcc1051d","machine","Antec","HCC1051D","","YES"
"/machines/apageo-450","machine","Apageo","450","","YES"
"/machines/apageo-580","machine","Apageo","580","","YES"
"/machines/apageo-lwc100","machine","Apageo","LWC100","","YES"
"/machines/aros-china-15","machine","Aros China","1.5","","YES"
"/machines/astec-mini-excavator","machine","Astec","Mini-Excavator","","YES"
"/machines/atex-xc750d","machine","Atex","XC750D","","YES"
"/machines/atex-xg450m","machine","Atex","XG450M","","YES"
"/machines/athena-1090","machine","Athena","1090","","YES"
"/machines/atlas-100","machine","Atlas","100","","YES"
"/machines/atlas-100b","machine","Atlas","100B","","YES"
"/machines/atlas-100ct","machine","Atlas","100CT","","YES"
"/machines/atlas-110","machine","Atlas","110","","YES"
"/machines/atlas-1104","machine","Atlas","1104","","YES"
"/machines/atlas-120","machine","Atlas","120","","YES"
"/machines/atlas-120ab","machine","Atlas","120AB","","YES"
"/machines/atlas-120rf","machine","Atlas","120RF","","YES"
"/machines/atlas-404","machine","Atlas","404","","YES"
"/machines/atlas-404r","machine","Atlas","404R","","YES"
"/machines/atlas-604","machine","Atlas","604","","YES"
"/machines/atlas-6042","machine","Atlas","604.2","","YES"
"/machines/atlas-604r","machine","Atlas","604R","","YES"
"/machines/atlas-605r","machine","Atlas","605R","","YES"
"/machines/atlas-805r","machine","Atlas","805R","","YES"
"/machines/atlas-am29r","machine","Atlas","AM29R","","YES"
"/machines/atlas-am37r","machine","Atlas","AM37R","","YES"
"/machines/atlas-ap604","machine","Atlas","AP604","","YES"
"/machines/atlas-ar100","machine","Atlas","AR100","","YES"
"/machines/atlas-ar120","machine","Atlas","AR120","","YES"
"/machines/atlas-ct045","machine","Atlas","CT045","","YES"
"/machines/atlas-ct100","machine","Atlas","CT100","","YES"
"/machines/atlas-ct100r","machine","Atlas","CT100R","","YES"
"/machines/atlas-ct10n","machine","Atlas","CT10N","","YES"
"/machines/atlas-ct120","machine","Atlas","CT120","","YES"
"/machines/atlas-ct12n","machine","Atlas","CT12N","","YES"
"/machines/atlas-ct27n","machine","Atlas","CT27N","","YES"
"/machines/atlas-ct30n","machine","Atlas","CT30N","","YES"
"/machines/atlas-ct35n","machine","Atlas","CT35N","","YES"
"/machines/atlas-ct50n","machine","Atlas","CT50N","","YES"
"/machines/atlas-ct7nx","machine","Atlas","CT7NX","","YES"
"/machines/atlas-iso7","machine","Atlas","ISO7","","YES"
"/machines/ausa-25cm","machine","Ausa","25CM","","YES"
"/machines/ausa-75","machine","Ausa","75","","YES"
"/machines/ausa-80cma","machine","Ausa","80CMA","","YES"
"/machines/ausa-mh08","machine","Ausa","MH08","","YES"
"/machines/ausa-mh15","machine","Ausa","MH15","","YES"
"/machines/ausa-mh25","machine","Ausa","MH25","","YES"
"/machines/ausa-mh35","machine","Ausa","MH35","","YES"
"/machines/ausa-mh35r","machine","Ausa","MH35R","","YES"
"/machines/ausa-mh55","machine","Ausa","MH55","","YES"
"/machines/ausa-mh75","machine","Ausa","MH75","","YES"
"/machines/avant-tecno-dumper1200","machine","Avant Tecno","Dumper1200","","YES"
"/machines/avant-tecno-dumper1500","machine","Avant Tecno","Dumper1500","","YES"
"/machines/awasi-75-6","machine","Awasi","75-6","","YES"
"/machines/boart-longyear-deltabase420","machine","BOART LONGYEAR","DeltaBase420","","YES"
"/machines/boart-longyear-deltabase430","machine","BOART LONGYEAR","DeltaBase430","","YES"
"/machines/babyack-babyack1","machine","Babyack","Babyack1","","YES"
"/machines/babyack-babyack2","machine","Babyack","Babyack2","","YES"
"/machines/bandit-19xp","machine","Bandit","19XP","","YES"
"/machines/bandit-3200","machine","Bandit","3200","","YES"
"/machines/baraladi-eb40","machine","Baraladi","EB40","","YES"
"/machines/baraladi-fb102","machine","Baraladi","FB1.02","","YES"
"/machines/baraladi-fb12","machine","Baraladi","FB1.2","","YES"
"/machines/baraladi-fb102b","machine","Baraladi","FB102B","","YES"
"/machines/baraladi-fb102eb","machine","Baraladi","FB102EB","","YES"
"/machines/baraladi-fb203","machine","Baraladi","FB203","","YES"
"/machines/baraladi-granello","machine","Baraladi","Granello","","YES"
"/machines/baraladi-minding","machine","Baraladi","Minding","","YES"
"/machines/baratti-scorpio","machine","Baratti","Scorpio","","YES"
"/machines/barreto-1324stk","machine","Barreto","1324STK","","YES"
"/machines/barreto-13stkh","machine","Barreto","13STKH","","YES"
"/machines/barreto-16stkb","machine","Barreto","16STKB","","YES"
"/machines/barreto-1824tk","machine","Barreto","1824TK","","YES"
"/machines/barreto-2024rtk","machine","Barreto","2024RTK","","YES"
"/machines/barreto-2036rtk","machine","Barreto","2036RTK","","YES"
"/machines/barreto-2324rtk","machine","Barreto","2324RTK","","YES"
"/machines/bastei-sld151d","machine","Bastei","SLD151D","","YES"
"/machines/belle-5070","machine","Belle","5070","","YES"
"/machines/bellon-maria-monkey","machine","Bellon Maria","Monkey","","YES"
"/machines/benassi-m350h","machine","Benassi","M350H","","YES"
"/machines/benassi-m450h","machine","Benassi","M450H","","YES"
"/machines/benassi-m550h","machine","Benassi","M550H","","YES"
"/machines/benati-m13","machine","Benati","M13","","YES"
"/machines/benati-m14","machine","Benati","M14","","YES"
"/machines/benati-m16","machine","Benati","M16","","YES"
"/machines/benfra-901","machine","Benfra","9.01","","YES"
"/machines/benfra-901b","machine","Benfra","9.01B","","YES"
"/machines/benfra-902","machine","Benfra","9.02","","YES"
"/machines/benfra-902b","machine","Benfra","9.02B","","YES"
"/machines/benfra-902s","machine","Benfra","9.02S","","YES"
"/machines/bentrac-m16","machine","Bentrac","M16","","YES"
"/machines/bentrac-m25","machine","Bentrac","M25","","YES"
"/machines/beretta-gt15","machine","Beretta","GT15","","YES"
"/machines/beretta-gt52","machine","Beretta","GT52","","YES"
"/machines/beretta-skorpio2c","machine","Beretta","Skorpio2C","","YES"
"/machines/beretta-spider","machine","Beretta","Spider","","YES"
"/machines/beretta-t41","machine","Beretta","T41","","YES"
"/machines/beretta-t21","machine","Beretta","T21","","YES"
"/machines/beretta-t25","machine","Beretta","T25","","YES"
"/machines/beretta-t43","machine","Beretta","T43","","YES"
"/machines/beretta-t432","machine","Beretta","T43/2","","YES"
"/machines/beretta-t44","machine","Beretta","T44","","YES"
"/machines/beretta-t45","machine","Beretta","T45","","YES"
"/machines/beretta-t46","machine","Beretta","T46","","YES"
"/machines/beretta-td50","machine","Beretta","TD50","","YES"
"/machines/beretta-td75","machine","Beretta","TD75","","YES"
"/machines/bergmann-dumper","machine","Bergmann","Dumper","","YES"
"/machines/bertani-c75","machine","Bertani","C75","","YES"
"/machines/bertolini-mini-excavator","machine","Bertolini","Mini-excavator","","YES"
"/machines/betram-crawlercrane","machine","Betram","Crawler Crane","","YES"
"/machines/bitelli-bb611c","machine","Bitelli","BB611C","","YES"
"/machines/bluelift-aerialplatform","machine","Bluelift","Aerial Platform","","YES"
"/machines/bobcat-220","machine","Bobcat","220","","YES"
"/machines/bobcat-225","machine","Bobcat","225","","NO"
"/machines/bobcat-231","machine","Bobcat","231","","NO"
"/machines/bobcat-316","machine","Bobcat","316","","YES"
"/machines/bobcat-319","machine","Bobcat","319","","YES"
"/machines/bobcat-320","machine","Bobcat","320","","YES"
"/machines/bobcat-320l","machine","Bobcat","320L","","YES"
"/machines/bobcat-320d","machine","Bobcat","320D","","NO"
"/machines/bobcat-320e","machine","Bobcat","320E","","NO"
"/machines/bobcat-320g","machine","Bobcat","320G","","NO"
"/machines/bobcat-320j","machine","Bobcat","320J","","NO"
"/machines/bobcat-321","machine","Bobcat","321","","YES"
"/machines/bobcat-322","machine","Bobcat","322","","YES"
"/machines/bobcat-322d","machine","Bobcat","322D","","NO"
"/machines/bobcat-322e","machine","Bobcat","322E","","NO"
"/machines/bobcat-322g","machine","Bobcat","322G","","YES"
"/machines/bobcat-322j","machine","Bobcat","322J","","NO"
"/machines/bobcat-322l","machine","Bobcat","322L","","NO"
"/machines/bobcat-323","machine","Bobcat","323","","YES"
"/machines/bobcat-324","machine","Bobcat","324","","YES"
"/machines/bobcat-325","machine","Bobcat","325","","YES"
"/machines/bobcat-328","machine","Bobcat","328","","YES"
"/machines/bobcat-328g","machine","Bobcat","328G","","YES"
"/machines/bobcat-329","machine","Bobcat","329","","YES"
"/machines/bobcat-331","machine","Bobcat","331","","YES"
"/machines/bobcat-331d","machine","Bobcat","331D","","YES"
"/machines/bobcat-331e","machine","Bobcat","331E","","YES"
"/machines/bobcat-331g","machine","Bobcat","331G","","YES"
"/machines/bobcat-334","machine","Bobcat","334","","YES"
"/machines/bobcat-334d","machine","Bobcat","334D","","YES"
"/machines/bobcat-335","machine","Bobcat","335","","YES"
"/machines/bobcat-337","machine","Bobcat","337","","YES"
"/machines/bobcat-337d","machine","Bobcat","337D","","NO"
"/machines/bobcat-337g","machine","Bobcat","337G","","YES"
"/machines/bobcat-341","machine","Bobcat","341","","YES"
"/machines/bobcat-341d","machine","Bobcat","341D","","YES"
"/machines/bobcat-341g","machine","Bobcat","341G","","YES"
"/machines/bobcat-418","machine","Bobcat","418","","YES"
"/machines/bobcat-418a","machine","Bobcat","418A","","YES"
"/machines/bobcat-425","machine","Bobcat","425","","YES"
"/machines/bobcat-428","machine","Bobcat","428","","YES"
"/machines/bobcat-430","machine","Bobcat","430","","NO"
"/machines/bobcat-430d","machine","Bobcat","430D","","YES"
"/machines/bobcat-430g","machine","Bobcat","430G","","YES"
"/machines/bobcat-430zhs","machine","Bobcat","430ZHS","","YES"
"/machines/bobcat-430zts","machine","Bobcat","430ZTS","","YES"
"/machines/bobcat-435","machine","Bobcat","435","","YES"
"/machines/bobcat-442","machine","Bobcat","442","","YES"
"/machines/bobcat-444","machine","Bobcat","444","","YES"
"/machines/bobcat-863","machine","Bobcat","863","","YES"
"/machines/bobcat-864","machine","Bobcat","864","","YES"
"/machines/bobcat-864h","machine","Bobcat","864H","","YES"
"/machines/bobcat-873","machine","Bobcat","873","","YES"
"/machines/bobcat-883","machine","Bobcat","883","","YES"
"/machines/bobcat-e08","machine","Bobcat","E08","","YES"
"/machines/bobcat-e10","machine","Bobcat","E10","","YES"
"/machines/bobcat-e10z","machine","Bobcat","E10Z","","YES"
"/machines/bobcat-e10e","machine","Bobcat","E10e","","YES"
"/machines/bobcat-e14","machine","Bobcat","E14","","YES"
"/machines/bobcat-e16","machine","Bobcat","E16","","YES"
"/machines/bobcat-e17","machine","Bobcat","E17","","YES"
"/machines/bobcat-e17z","machine","Bobcat","E17Z","","YES"
"/machines/bobcat-e19","machine","Bobcat","E19","","YES"
"/machines/bobcat-e20","machine","Bobcat","E20","","YES"
"/machines/bobcat-e20z","machine","Bobcat","E20Z","","YES"
"/machines/bobcat-e26","machine","Bobcat","E26","","YES"
"/machines/bobcat-e27","machine","Bobcat","E27","","YES"
"/machines/bobcat-e27z","machine","Bobcat","E27z","","YES"
"/machines/bobcat-e32","machine","Bobcat","E32","","YES"
"/machines/bobcat-e32c","machine","Bobcat","E32C","","YES"
"/machines/bobcat-e34","machine","Bobcat","E34","","YES"
"/machines/bobcat-e35","machine","Bobcat","E35","","YES"
"/machines/bobcat-e35i","machine","Bobcat","E35I","","YES"
"/machines/bobcat-e35m","machine","Bobcat","E35M","","YES"
"/machines/bobcat-e35z","machine","Bobcat","E35Z","","YES"
"/machines/bobcat-e37","machine","Bobcat","E37","","NO"
"/machines/bobcat-e41","machine","Bobcat","E41","","YES"
"/machines/bobcat-e42","machine","Bobcat","E42","","YES"
"/machines/bobcat-e45","machine","Bobcat","E45","","YES"
"/machines/bobcat-e50","machine","Bobcat","E50","","YES"
"/machines/bobcat-e55","machine","Bobcat","E55","","YES"
"/machines/bobcat-e60","machine","Bobcat","E60","","YES"
"/machines/bobcat-e62","machine","Bobcat","E62","","YES"
"/machines/bobcat-e63","machine","Bobcat","E63","","YES"
"/machines/bobcat-e80","machine","Bobcat","E80","","YES"
"/machines/bobcat-e85","machine","Bobcat","E85","","YES"
"/machines/bobcat-mt100","machine","Bobcat","MT100","","YES"
"/machines/bobcat-mt120","machine","Bobcat","MT120","","YES"
"/machines/bobcat-mt50","machine","Bobcat","MT50","","YES"
"/machines/bobcat-mt52","machine","Bobcat","MT52","","YES"
"/machines/bobcat-mt55","machine","Bobcat","MT55","","YES"
"/machines/bobcat-mt85","machine","Bobcat","MT85","","YES"
"/machines/bobcat-s130","machine","Bobcat","S130","","YES"
"/machines/bobcat-s150","machine","Bobcat","S150","","YES"
"/machines/bobcat-s160","machine","Bobcat","S160","","YES"
"/machines/bobcat-s175","machine","Bobcat","S175","","YES"
"/machines/bobcat-s185","machine","Bobcat","S185","","YES"
"/machines/bobcat-s205","machine","Bobcat","S205","","YES"
"/machines/bobcat-s220","machine","Bobcat","S220","","YES"
"/machines/bobcat-s250","machine","Bobcat","S250","","YES"
"/machines/bobcat-s300","machine","Bobcat","S300","","YES"
"/machines/bobcat-t110","machine","Bobcat","T110","","YES"
"/machines/bobcat-t140","machine","Bobcat","T140","","YES"
"/machines/bobcat-t180","machine","Bobcat","T180","","YES"
"/machines/bobcat-t180h","machine","Bobcat","T180H","","YES"
"/machines/bobcat-t190","machine","Bobcat","T190","","YES"
"/machines/bobcat-t190h","machine","Bobcat","T190H","","YES"
"/machines/bobcat-t200","machine","Bobcat","T200","","YES"
"/machines/bobcat-t250","machine","Bobcat","T250","","YES"
"/machines/bobcat-t250h","machine","Bobcat","T250H","","YES"
"/machines/bobcat-t300","machine","Bobcat","T300","","YES"
"/machines/bobcat-t300h","machine","Bobcat","T300H","","YES"
"/machines/bobcat-t320","machine","Bobcat","T320","","YES"
"/machines/bobcat-t450","machine","Bobcat","T450","","YES"
"/machines/bobcat-t550","machine","Bobcat","T550","","YES"
"/machines/bobcat-t590","machine","Bobcat","T590","","YES"
"/machines/bobcat-t595","machine","Bobcat","T595","","YES"
"/machines/bobcat-t62","machine","Bobcat","T62","","YES"
"/machines/bobcat-t630","machine","Bobcat","T630","","YES"
"/machines/bobcat-t64","machine","Bobcat","T64","","YES"
"/machines/bobcat-t650","machine","Bobcat","T650","","YES"
"/machines/bobcat-t66","machine","Bobcat","T66","","YES"
"/machines/bobcat-t72","machine","Bobcat","T72","","YES"
"/machines/bobcat-t740","machine","Bobcat","T740","","YES"
"/machines/bobcat-t750","machine","Bobcat","T750","","YES"
"/machines/bobcat-t76","machine","Bobcat","T76","","YES"
"/machines/bobcat-t770","machine","Bobcat","T770","","YES"
"/machines/bobcat-t830","machine","Bobcat","T830","","YES"
"/machines/bobcat-t86","machine","Bobcat","T86","","YES"
"/machines/bobcat-t870","machine","Bobcat","T870","","YES"
"/machines/bobcat-x119","machine","Bobcat","X119","","YES"
"/machines/bobcat-x120","machine","Bobcat","X120","","YES"
"/machines/bobcat-x122","machine","Bobcat","X122","","YES"
"/machines/bobcat-x123","machine","Bobcat","X123","","YES"
"/machines/bobcat-x220","machine","Bobcat","X220","","YES"
"/machines/bobcat-x225","machine","Bobcat","X225","","YES"
"/machines/bobcat-x231","machine","Bobcat","X231","","YES"
"/machines/bobcat-x316","machine","Bobcat","X316","","YES"
"/machines/bobcat-x320","machine","Bobcat","X320","","YES"
"/machines/bobcat-x320d","machine","Bobcat","X320D","","YES"
"/machines/bobcat-x320e","machine","Bobcat","X320E","","YES"
"/machines/bobcat-x322","machine","Bobcat","X322","","YES"
"/machines/bobcat-x322d","machine","Bobcat","X322D","","YES"
"/machines/bobcat-x322e","machine","Bobcat","X322E","","YES"
"/machines/bobcat-x322g","machine","Bobcat","X322G","","YES"
"/machines/bobcat-x323","machine","Bobcat","X323","","YES"
"/machines/bobcat-x324","machine","Bobcat","X324","","YES"
"/machines/bobcat-x325","machine","Bobcat","X325","","YES"
"/machines/bobcat-x328","machine","Bobcat","X328","","YES"
"/machines/bobcat-x328e","machine","Bobcat","X328E","","YES"
"/machines/bobcat-x329","machine","Bobcat","X329","","YES"
"/machines/bobcat-x331","machine","Bobcat","X331","","YES"
"/machines/bobcat-x331e","machine","Bobcat","X331E","","YES"
"/machines/bobcat-x334","machine","Bobcat","X334","","YES"
"/machines/bobcat-x334g","machine","Bobcat","X334G","","YES"
"/machines/bobcat-x337","machine","Bobcat","X337","","YES"
"/machines/bobcat-x341","machine","Bobcat","X341","","YES"
