Brand,Model (Raw),Model (Clean),Slug,Track Sizes,Has Bottom Roller Data,Has Sprocket Data,Has Idler Data,Has Carrier Roller Data
"Comoter","C18","C18","comoter-c18","230x72x42","NO","NO","NO","NO"
"Compair Holman","MTRAX","MTRAX","compair-holman-mtrax","200x72x40","NO","NO","NO","NO"
"Conjet","ROBOT322","ROBOT322","conjet-robot322","230x72x43","NO","NO","NO","NO"
"Cormidi","10.65 (Mini Transporter)","10.65","cormidi-1065","180x72x34","NO","NO","NO","NO"
"Cormidi","10.65 auto (Mini Transporter)","10.65auto","cormidi-1065auto","180x72x34","NO","NO","NO","NO"
"Cormidi","13.80 (Mini Transporter)","13.80","cormidi-1380","180x72x34","NO","NO","NO","NO"
"Cormidi","13.80 auto (Mini Transporter)","13.80auto","cormidi-1380auto","180x72x34","NO","NO","NO","NO"
"Cormidi","14.100 (Mini Transporter)","14.100","cormidi-14100","190x72x37; 180x72x37","NO","NO","NO","NO"
"Cormidi","14.65 (Mini Transporter)","14.65","cormidi-1465","180x72x39","NO","NO","NO","NO"
"Cormidi","14.90 (Mini Transporter)","14.90","cormidi-1490","190x72x37; 180x72x39","NO","NO","NO","NO"
"Cormidi","18.100 (Mini Transporter)","18.100","cormidi-18100","190x72x37; 180x72x39","NO","NO","NO","NO"
"Cormidi","18.100 Dtae (Mini Transporter)","18.100Dtae","cormidi-18100dtae","190x72x37; 190x72x39","NO","NO","NO","NO"
"Cormidi","20.150 (Mini Transporter)","20.150","cormidi-20150","230x72x48","NO","NO","NO","NO"
"Cormidi","23.150 Auto (Mini Transporter)","23.150Auto","cormidi-23150auto","250x72x48","NO","NO","NO","NO"
"Cormidi","23.150 Dtae (Mini Transporter)","23.150Dtae","cormidi-23150dtae","250x72x48","NO","NO","NO","NO"
"Cormidi","23.150 Dum (Mini Transporter)","23.150Dum","cormidi-23150dum","250x72x48","NO","NO","NO","NO"
"Cormidi","23.150 Ext (Mini Transporter)","23.150Ext","cormidi-23150ext","250x72x48","NO","NO","NO","NO"
"Cormidi","34.200 Auto (Mini Transporter)","34.200Auto","cormidi-34200auto","320x52.5x82; 300x52.5x82","NO","NO","NO","NO"
"Cormidi","34.200 Dum (Mini Transporter)","34.200Dum","cormidi-34200dum","320x52.5x82; 300x52.5x82","NO","NO","NO","NO"
"Cormidi","5.65 (Mini Transporter)","5.65","cormidi-565","180x72x34","NO","NO","NO","NO"
"Cormidi","50 (Mini Transporter)","50","cormidi-50","180x60x37","NO","NO","NO","NO"
"Cormidi","56 (Mini Transporter)","56","cormidi-56","180x72x34","NO","NO","NO","NO"
"Cormidi","6.50 RI (Mini Transporter)","6.50RI","cormidi-650ri","170x60x37; 180x60x37","NO","NO","NO","NO"
"Cormidi","6.65 (Mini Transporter)","6.65","cormidi-665","180x72x34","NO","NO","NO","NO"
"Cormidi","65 (Mini Transporter)","65","cormidi-65","180x72x34","NO","NO","NO","NO"
"Cormidi","9.65 (Mini Transporter)","9.65","cormidi-965","180x72x34","NO","NO","NO","NO"
"Cormidi","9.65 Auto (Mini Transporter)","9.65Auto","cormidi-965auto","180x72x34","NO","NO","NO","NO"
"Cormidi","9.65 R (Mini Transporter)","9.65R","cormidi-965r","180x72x37","NO","NO","NO","NO"
"Cormidi","C10-80 ACW","C10-80ACW","cormidi-c10-80acw","180x72x34","NO","NO","NO","NO"
"Cormidi","C100","C100","cormidi-c100","200x72x39","NO","NO","NO","NO"
"Cormidi","C145","C145","cormidi-c145","320x86x48","NO","NO","NO","NO"
"Cormidi","C1500","C1500","cormidi-c1500","230x72x54","NO","NO","NO","NO"
"Cormidi","C20.150 (Mini Transporter)","C20.150","cormidi-c20150","230x72x48","NO","NO","NO","NO"
"Cormidi","C85","C85","cormidi-c85","180x72x36","NO","NO","NO","NO"
"DLGZ","DL15-9","DL15-9","dlgz-dl15-9","230x72x43","NO","NO","NO","NO"
"Daewoo","450 Plus","450Plus","daewoo-450plus","320x86x54; 375x86x54; 400x86x54","NO","NO","NO","NO"
"Daewoo","460 Plus","460Plus","daewoo-460plus","320x86x54; 375x86x54; 400x86x54","NO","NO","NO","NO"
"Daewoo","AH30","AH30","daewoo-ah30","300x109x39; 300x52.5x80","NO","NO","NO","NO"
"Daewoo","DH30","DH30","daewoo-dh30","300x52.5x76","NO","NO","NO","NO"
"Daewoo","DH35","DH35","daewoo-dh35","300x52.5x84","NO","NO","NO","NO"
"Daewoo","DH50","DH50","daewoo-dh50","400x73x74; 400x72.5x74","NO","NO","NO","NO"
"Daewoo","SL035","SL035","daewoo-sl035","300x52.5x84","NO","NO","NO","NO"
"Daewoo","Solar007","Solar007","daewoo-solar007","180x72x37","NO","NO","NO","NO"
"Daewoo","Solar010","Solar010","daewoo-solar010","180x72x37","NO","NO","NO","NO"
"Daewoo","Solar015","Solar015","daewoo-solar015","230x96x33; 230x48x66","NO","NO","NO","NO"
"Daewoo","Solar015Plus","Solar015Plus","daewoo-solar015plus","230x96x35; 230x48x70","NO","NO","NO","NO"
"Daewoo","Solar018","Solar018","daewoo-solar018","230x96x35; 230x48x70","NO","NO","NO","NO"
"Daewoo","Solar018VT","Solar018VT","daewoo-solar018vt","230x96x35; 230x48x70","NO","NO","NO","NO"
"Daewoo","Solar030","Solar030","daewoo-solar030","300x52.5x76","NO","NO","NO","NO"
"Daewoo","Solar030Plus","Solar030Plus","daewoo-solar030plus","300x52.5x76","NO","NO","NO","NO"
"Daewoo","Solar035","Solar035","daewoo-solar035","300x52.52x84; 300x52.5x84","NO","NO","NO","NO"
"Daewoo","Solar035Plus","Solar035Plus","daewoo-solar035plus","300x52.52x84; 300x52.5x84","NO","NO","NO","NO"
"Daewoo","Solar10","Solar10","daewoo-solar10","180x72x37","NO","NO","NO","NO"
"Daewoo","Solar15","Solar15","daewoo-solar15","230x96x33; 230x48x66","NO","NO","NO","NO"
"Daewoo","Solar25","Solar25","daewoo-solar25","300x109x36; 300x52.5x74","NO","NO","NO","NO"
"Daewoo","Solar30","Solar30","daewoo-solar30","300x52.5x76","NO","NO","NO","NO"
"Daewoo","Solar35","Solar35","daewoo-solar35","300x109x39; 300x52.5x80","NO","NO","NO","NO"
"Daewoo","Solar55","Solar55","daewoo-solar55","400x73x74; 400x72.5x74","NO","NO","NO","NO"
"Daewoo","Solar55-3","Solar55-3","daewoo-solar55-3","400x73x76; 400x72.5x76","NO","NO","NO","NO"
"Daewoo","Solar55-5","Solar55-5","daewoo-solar55-5","400x72.5x74","NO","NO","NO","NO"
"Daewoo","Solar55-V","Solar55-V","daewoo-solar55-v","400x73x74; 400x72.5x74","NO","NO","NO","NO"
"Daewoo","Solar55-VPlus","Solar55-VPlus","daewoo-solar55-vplus","400x72.5x74","NO","NO","NO","NO"
"Daewoo","Solar55Exv","Solar55Exv","daewoo-solar55exv","400x72.5x72","NO","NO","NO","NO"
"Daewoo","Solar70-III","Solar70-III","daewoo-solar70-iii","450x81x74","NO","NO","NO","NO"
"Daewoo","Solar75V","Solar75V","daewoo-solar75v","450x81x74","NO","NO","NO","NO"
"Dimex","DBM0511","DBM0511","dimex-dbm0511","300x109x41; 300x52.5x84","NO","NO","NO","NO"
"Dino","185XTC","185XTC","dino-185xtc","250x72x57","NO","NO","NO","NO"
"Ditch-Witch","AT 40","AT40","ditch-witch-at40","400x72.5x74","NO","NO","NO","NO"
"Ditch-Witch","HT 25","HT25","ditch-witch-ht25","230x72x39","NO","NO","NO","NO"
"Ditch-Witch","HT 25K","HT25K","ditch-witch-ht25k","230x72x39","NO","NO","NO","NO"
"Ditch-Witch","JT 10","JT10","ditch-witch-jt10","230x72x56","NO","NO","NO","NO"
"Ditch-Witch","JT 1200","JT1200","ditch-witch-jt1200","230x72x39","NO","NO","NO","NO"
"Ditch-Witch","JT 2320","JT2320","ditch-witch-jt2320","300x52.5x92","NO","NO","NO","NO"
"Ditch-Witch","JT 2321","JT2321","ditch-witch-jt2321","300x109x44; 300x52.5x92","NO","NO","NO","NO"
"Ditch-Witch","JT 25","JT25","ditch-witch-jt25","300x52.5x98","NO","NO","NO","NO"
"Ditch-Witch","JT 2511","JT2511","ditch-witch-jt2511","230x72x39","NO","NO","NO","NO"
"Ditch-Witch","JT 2520","JT2520","ditch-witch-jt2520","320x52.5x92","NO","NO","NO","NO"
"Ditch-Witch","JT 2720 (2000)","JT2720","ditch-witch-jt2720","320x52.5x92; 320x52.5x98","NO","NO","NO","NO"
"Ditch-Witch","JT 30","JT30","ditch-witch-jt30","320x52.5x98","NO","NO","NO","NO"
"Ditch-Witch","JT 3020","JT3020","ditch-witch-jt3020","320x52.5x98","NO","NO","NO","NO"
"Ditch-Witch","JT 3020 Mach 1","JT3020Mach1","ditch-witch-jt3020mach1","320x52.5x98","NO","NO","NO","NO"
"Ditch-Witch","JT 3510","JT3510","ditch-witch-jt3510","230x72x56","NO","NO","NO","NO"
"Ditch-Witch","JT 40","JT40","ditch-witch-jt40","400x72.5x74","NO","NO","NO","NO"
"Ditch-Witch","JT 4020","JT4020","ditch-witch-jt4020","400x72.5x82","NO","NO","NO","NO"
"Ditch-Witch","JT 4020 Mach 1","JT4020Mach1","ditch-witch-jt4020mach1","400x72.5x82","NO","NO","NO","NO"
"Ditch-Witch","JT 5","JT5","ditch-witch-jt5","180x72x39","NO","NO","NO","NO"
"Ditch-Witch","JT 520","JT520","ditch-witch-jt520","180x72x39","NO","NO","NO","NO"
"Ditch-Witch","JT 820","JT820","ditch-witch-jt820","230x72x56","NO","NO","NO","NO"
"Ditch-Witch","JT 860","JT860","ditch-witch-jt860","300x109x44; 300x52.5x92","NO","NO","NO","NO"
"Ditch-Witch","JT 9 (Drilling Machine)","JT9","ditch-witch-jt9","230x72x56; 2303x72x56","NO","NO","NO","NO"
"Ditch-Witch","JT 920 (Drilling Machine)","JT920","ditch-witch-jt920","230x72x56; 2303x72x56","NO","NO","NO","NO"
"Ditch-Witch","JT 920L (Drilling Machine)","JT920L","ditch-witch-jt920l","230x72x56; 2303x72x56","NO","NO","NO","NO"
"Ditch-Witch","JT 922","JT922","ditch-witch-jt922","230x72x56; 2303x72x56","NO","NO","NO","NO"
"Ditch-Witch","MX 15","MX15","ditch-witch-mx15","230x96x35; 230x48x70","NO","NO","NO","NO"
"Ditch-Witch","MX 182","MX182","ditch-witch-mx182","230x96x35; 230x48x70","NO","NO","NO","NO"
"Ditch-Witch","MX 202","MX202","ditch-witch-mx202","250x52.5x78; 300x52.5x78","NO","NO","NO","NO"
"Ditch-Witch","MX 27","MX27","ditch-witch-mx27","300x52.5x80","NO","NO","NO","NO"
"Ditch-Witch","MX 27-2","MX27-2","ditch-witch-mx27-2","300x52.5x80","NO","NO","NO","NO"
"Ditch-Witch","MX 35","MX35","ditch-witch-mx35","300x52.5x84","NO","NO","NO","NO"
"Ditch-Witch","MX 352","MX352","ditch-witch-mx352","300x52.5x86","NO","NO","NO","NO"
"Ditch-Witch","MX 45","MX45","ditch-witch-mx45","400x72.5x72","NO","NO","NO","NO"
"Ditch-Witch","MX 45 CA","MX45CA","ditch-witch-mx45ca","400x72.5x72","NO","NO","NO","NO"
"Ditch-Witch","MX 502","MX502","ditch-witch-mx502","400x73x74; 400x72.5x74","NO","NO","NO","NO"
"Ditch-Witch","MX9","MX9","ditch-witch-mx9","180x72x37","NO","NO","NO","NO"
"Ditch-Witch","SK 300","SK300","ditch-witch-sk300","180x72x32","NO","NO","NO","NO"
"Ditch-Witch","SK 350","SK350","ditch-witch-sk350","180x72x32","NO","NO","NO","NO"
"Ditch-Witch","SK 600","SK600","ditch-witch-sk600","230x72x40","NO","NO","NO","NO"
"Ditch-Witch","XT 850","XT850","ditch-witch-xt850","250x72x45","NO","NO","NO","NO"
"Ditch-Witch","XT 855","XT855","ditch-witch-xt855","250x72x45","NO","NO","NO","NO"
"Dodich","DM2.1","DM2.1","dodich-dm21","230x72x43","NO","NO","NO","NO"
"Domine","FUTURO (Drilling Machine)","FUTURO","domine-futuro","230x72x43","NO","NO","NO","NO"
"Doosan","DX80","DX80","doosan-dx80","450x81x76","NO","NO","NO","NO"
"Doosan","DX80R","DX80R","doosan-dx80r","450x81x76","NO","NO","NO","NO"
"Doosan","DX85R","DX85R","doosan-dx85r","450x81x76","NO","NO","NO","NO"
"Doosan","Dx10z","Dx10z","doosan-dx10z","180x72x39","NO","NO","NO","NO"
"Doosan","Dx19","Dx19","doosan-dx19","230x48x66","NO","NO","NO","NO"
"Doosan","Dx27","Dx27","doosan-dx27","300x52.5x78","NO","NO","NO","NO"
"Doosan","Dx27Z","Dx27Z","doosan-dx27z","300x52.5x80","NO","NO","NO","NO"
"Doosan","Dx30","Dx30","doosan-dx30","300x52.5x84","NO","NO","NO","NO"
"Doosan","Dx30Z","Dx30Z","doosan-dx30z","300x52.5x84","NO","NO","NO","NO"
"Doosan","Dx35","Dx35","doosan-dx35","300x52.5x86","NO","NO","NO","NO"
"Doosan","Dx35Z","Dx35Z","doosan-dx35z","300x52.5x86","NO","NO","NO","NO"
"Doosan","Dx35Z-7","Dx35Z-7","doosan-dx35z-7","300x52.5x86","NO","NO","NO","NO"
"Doosan","Dx50Z-7","Dx50Z-7","doosan-dx50z-7","400x72.5x74","NO","NO","NO","NO"
"Doosan","Dx55","Dx55","doosan-dx55","400x72.5x74","NO","NO","NO","NO"
"Doosan","Dx60","Dx60","doosan-dx60","400x72.5x76","NO","NO","NO","NO"
"Doosan","Dx60R","Dx60R","doosan-dx60r","400x72.5x76","NO","NO","NO","NO"
"Doosan","Dx62R","Dx62R","doosan-dx62r","400x72.5x76","NO","NO","NO","NO"
"Doosan","Dx63R","Dx63R","doosan-dx63r","400x72.5x76","NO","NO","NO","NO"
"Drago","SWISS","SWISS","drago-swiss","230x72x43","NO","NO","NO","NO"
"Dumec","D 800","D800","dumec-d800","180x72x37","NO","NO","NO","NO"
"Dumec","D 800B","D800B","dumec-d800b","180x72x37","NO","NO","NO","NO"
"Dumec","D 800F","D800F","dumec-d800f","180x72x37","NO","NO","NO","NO"
"Dumec","D 800P","D800P","dumec-d800p","180x72x37","NO","NO","NO","NO"
"Dumec","Transporter","Transporter","dumec-transporter","180x72x37","NO","NO","NO","NO"
"Durso","10.65 Auto","10.65Auto","durso-1065auto","180x72x34","NO","NO","NO","NO"
"Durso","10.65 Dumper","10.65Dumper","durso-1065dumper","180x72x34","NO","NO","NO","NO"
"Durso","13.80 Auto","13.80Auto","durso-1380auto","180x72x34","NO","NO","NO","NO"
"Durso","13.80 Dumper","13.80Dumper","durso-1380dumper","180x72x34","NO","NO","NO","NO"
"Durso","14.100 Auto","14.100Auto","durso-14100auto","190x72x37; 180x723x37","NO","NO","NO","NO"
"Durso","14.100 Dumper","14.100Dumper","durso-14100dumper","190x72x37; 180x723x37","NO","NO","NO","NO"
"Durso","18.100 Auto","18.100Auto","durso-18100auto","190x72x37; 180x72x37","NO","NO","NO","NO"
"Durso","18.100 DTR","18.100DTR","durso-18100dtr","190x72x37; 180x72x37","NO","NO","NO","NO"
"Durso","18.100 Dumper","18.100Dumper","durso-18100dumper","190x72x37; 180x72x37","NO","NO","NO","NO"
"Durso","6.50 RI","6.50RI","durso-650ri","190x72x37; 180x72x37","NO","NO","NO","NO"
"Durso","6.50 RM","6.50RM","durso-650rm","190x72x37; 180x72x37","NO","NO","NO","NO"
"Durso","9.65 Auto","9.65Auto","durso-965auto","180x72x34","NO","NO","NO","NO"
"Durso","9.65 Dumper","9.65Dumper","durso-965dumper","180x72x34","NO","NO","NO","NO"
"Dynapac","FC 15","FC15","dynapac-fc15","250x72x45","NO","NO","NO","NO"
"Dynapac","VC 15","VC15","dynapac-vc15","250x72x45","NO","NO","NO","NO"
"Dynapac","VD 15","VD15","dynapac-vd15","250x72x45","NO","NO","NO","NO"
"Dynapac","VD 151","VD151","dynapac-vd151","230x96x33; 230x48x66","NO","NO","NO","NO"
"Dynapac","VD 152","VD152","dynapac-vd152","230x96x33; 230x48x66","NO","NO","NO","NO"
"Dynapac","VD 251","VD251","dynapac-vd251","300x109x36; 300x52.5x74","NO","NO","NO","NO"
"Dynapac","VD 351","VD351","dynapac-vd351","300x109x39; 300x52.5x80","NO","NO","NO","NO"
"EFCO","TN500R","TN500R","efco-tn500r","180x60x38","NO","NO","NO","NO"
"EMCI","700","700","emci-700","250x72x52","NO","NO","NO","NO"
"Eckart","1B30","1B30","eckart-1b30","180x72x34","NO","NO","NO","NO"
"Eckart","EMB 450B","EMB450B","eckart-emb450b","180x72x34","NO","NO","NO","NO"
"Ecofore","CE 302G","CE302G","ecofore-ce302g","250x72x52","NO","NO","NO","NO"
"Ecofore","CE 403G","CE403G","ecofore-ce403g","320x100x52","NO","NO","NO","NO"
"Electro Joe","Ecojolly","Ecojolly","electro-joe-ecojolly","180x72x34","NO","NO","NO","NO"
"Energreen","Robogreen","Robogreen","energreen-robogreen","250x72x47","NO","NO","NO","NO"
"Enteco","E4","E4","enteco-e4","250x72x57","NO","NO","NO","NO"
"Erreppi","Carry500","Carry500","erreppi-carry500","180x60x38","NO","NO","NO","NO"
"EuroCAT","140HVS","140HVS","eurocat-140hvs","230x72x43","NO","NO","NO","NO"
"EuroCAT","150LSE","150LSE","eurocat-150lse","230x72x43","NO","NO","NO","NO"
"EuroCAT","350LSE","350LSE","eurocat-350lse","320x109x39; 320x100x44","NO","NO","NO","NO"
"EuroTrac","Comet MT13","Comet MT13","eurotrac-cometmt13","190x72x37; 180x72x37","NO","NO","NO","NO"
"EuroTrac","Comet MT13BB","Comet MT13BB","eurotrac-cometmt13bb","230x72x42","NO","NO","NO","NO"
"EuroTrac","chasis M 13 (Undercarriage)","chasis M13","eurotrac-chasism13","180x72x37","NO","NO","NO","NO"
"EuroTrac","chasis T150 (Undercarriage)","chasis T150","eurotrac-chasist150","230x96x32; 230x48x64","NO","NO","NO","NO"
"EuroTrac","chasis T150 Old","chasis T150Old","eurotrac-chasist150old","230x96x33; 230x96x35; 230x48x66; 230x48x70","NO","NO","NO","NO"
"EuroTrac","chasis T300 (Undercarriage)","chasis T300","eurotrac-chasist300","300x109x36; 300x52.5x74","NO","NO","NO","NO"
"EuroTrac","chasis T300 Old (Undercarriage)","chasis T300Old","eurotrac-chasist300old","300x109x39; 300x52.5x80","NO","NO","NO","NO"
"EuroTrac","chasis T4  (Undercarriage)","chasis T4","eurotrac-chasist4","230x72x43","NO","NO","NO","NO"
"EuroTrac","chasis T4 Old  (Undercarriage)","chasis T4Old","eurotrac-chasist4old","230x72x45","NO","NO","NO","NO"
"EuroTrac","chasis T500  (Undercarriage)","chasis T500","eurotrac-chasist500","400x146x36; 400x72.5x72","NO","NO","NO","NO"
"EuroTrac","chasis T500 Old (Undercarriage)","chasis T500Old","eurotrac-chasist500old","400x146x36; 400x72.5x72","NO","NO","NO","NO"
"EurocoMach","100TR","100TR","eurocomach-100tr","450x76x82","NO","NO","NO","NO"
"EurocoMach","22SR","22SR","eurocomach-22sr","230x48x70","NO","NO","NO","NO"
"EurocoMach","42ZT","42ZT","eurocomach-42zt","350x55x88","NO","NO","NO","NO"
"EurocoMach","45TR","45TR","eurocomach-45tr","350x55x88","NO","NO","NO","NO"
"EurocoMach","90ZT","90ZT","eurocomach-90zt","450x76x82","NO","NO","NO","NO"
"EurocoMach","E 1300 (01208 &gt; SN &gt; 01201)","E1300","eurocomach-e1300","230x72x43; 200x72x37; 180x72x37","NO","NO","NO","NO"
"EurocoMach","E 1500 (OLD)","E1500","eurocomach-e1500","230x72x43","NO","NO","NO","NO"
"EurocoMach","E 1500S","E1500S","eurocomach-e1500s","230x96x32; 230x48x64","NO","NO","NO","NO"
"EurocoMach","E 1500Sb","E1500Sb","eurocomach-e1500sb","230x72x43","NO","NO","NO","NO"
"EurocoMach","E 4000","E4000","eurocomach-e4000","300x55x82; 300x52.5x84","NO","NO","NO","NO"
"EurocoMach","E 800","E800","eurocomach-e800","180x72x34","NO","NO","NO","NO"
"EurocoMach","E1200","E1200","eurocomach-e1200","230x72x43","NO","NO","NO","NO"
"EurocoMach","EB 09.5 Dumper","EB09.5Dumper","eurocomach-eb095dumper","180x72x34","NO","NO","NO","NO"
"EurocoMach","ES  150SR","ES150SR","eurocomach-es150sr","230x96x35; 230x48x70","NO","NO","NO","NO"
"EurocoMach","ES 150","ES150","eurocomach-es150","230x96x33; 230x48x66","NO","NO","NO","NO"
"EurocoMach","ES 150-1","ES150-1","eurocomach-es150-1","230x96x33; 230x48x66","NO","NO","NO","NO"
"EurocoMach","ES 150-2","ES150-2","eurocomach-es150-2","230x96x33; 230x48x66","NO","NO","NO","NO"
"EurocoMach","ES 150-3","ES150-3","eurocomach-es150-3","230x48x66; 230x96x33","NO","NO","NO","NO"
"EurocoMach","ES 180","ES180","eurocomach-es180","230x96x33; 230x48x66","NO","NO","NO","NO"
"EurocoMach","ES 180-1","ES180-1","eurocomach-es180-1","230x96x33; 230x48x66","NO","NO","NO","NO"
"EurocoMach","ES 180-2","ES180-2","eurocomach-es180-2","230x72x43; 230x96x32; 230x48x64","NO","NO","NO","NO"
"EurocoMach","ES 180-3","ES180-3","eurocomach-es180-3","230x48x66; 230x96x33","NO","NO","NO","NO"
"EurocoMach","ES 180-4","ES180-4","eurocomach-es180-4","230x96x32; 230x48x64","NO","NO","NO","NO"
"EurocoMach","ES 180SR","ES180SR","eurocomach-es180sr","230x96x35; 230x48x70","NO","NO","NO","NO"
"EurocoMach","ES 180ZT","ES180ZT","eurocomach-es180zt","230x48x70","NO","NO","NO","NO"
"EurocoMach","ES 18ZT","ES18ZT","eurocomach-es18zt","230x48x70","NO","NO","NO","NO"
"EurocoMach","ES 25ZT","ES25ZT","eurocomach-es25zt","280x52.5x82; 280x52x582","NO","NO","NO","NO"
"EurocoMach","ES 300","ES300","eurocomach-es300","300x55x72; 300x52.5x74","NO","NO","NO","NO"
"EurocoMach","ES 300 ZT","ES300ZT","eurocomach-es300zt","300x52.5x82","NO","NO","NO","NO"
"EurocoMach","ES 35.2ZT","ES35.2ZT","eurocomach-es352zt","300x52.5x88","NO","NO","NO","NO"
"EurocoMach","ES 350ZT","ES350ZT","eurocomach-es350zt","300x52.5x82","NO","NO","NO","NO"
"EurocoMach","ES 40.2ZT","ES40.2ZT","eurocomach-es402zt","300x52.5x88","NO","NO","NO","NO"
"EurocoMach","ES 400","ES400","eurocomach-es400","300x55x82; 300x52.5x84","NO","NO","NO","NO"
"EurocoMach","ES 400SR","ES400SR","eurocomach-es400sr","300x52.5x84","NO","NO","NO","NO"
"EurocoMach","ES 40ZT","ES40ZT","eurocomach-es40zt","300x52.5x88","NO","NO","NO","NO"
"EurocoMach","ES 500","ES500","eurocomach-es500","400x72.5x72","NO","NO","NO","NO"
"EurocoMach","ES 500ZT","ES500ZT","eurocomach-es500zt","400x72.5x72","NO","NO","NO","NO"
"EurocoMach","ES 57ZT","ES57ZT","eurocomach-es57zt","400x72.5x76","NO","NO","NO","NO"
"EurocoMach","ES 60ZT","ES60ZT","eurocomach-es60zt","400x72.5x76","NO","NO","NO","NO"
"EurocoMach","ES 65TR","ES65TR","eurocomach-es65tr","400x72.5x76","NO","NO","NO","NO"
"EurocoMach","ES 80","ES80","eurocomach-es80","180x72x34","NO","NO","NO","NO"
"EurocoMach","ES 800","ES800","eurocomach-es800","450x71x86","NO","NO","NO","NO"
"EurocoMach","ES 800TR","ES800TR","eurocomach-es800tr","450x71x86","NO","NO","NO","NO"
"EurocoMach","ES 85","ES85","eurocomach-es85","450x76x82","NO","NO","NO","NO"
"EurocoMach","ES 850ZT","ES850ZT","eurocomach-es850zt","450x76x82","NO","NO","NO","NO"
"EurocoMach","ES 90","ES90","eurocomach-es90","180x72x34","NO","NO","NO","NO"
"EurocoMach","ES 90UR","ES90UR","eurocomach-es90ur","450x76x82","NO","NO","NO","NO"
"EurocoMach","ES 90ZT","ES90ZT","eurocomach-es90zt","180x72x38","NO","NO","NO","NO"
"EurocoMach","ES 95TR","ES95TR","eurocomach-es95tr","450x76x82","NO","NO","NO","NO"
"EurocoMach","Es 10ZT","Es10ZT","eurocomach-es10zt","180x72x38","NO","NO","NO","NO"
"Eurodig","C 15 (Minilift)","C15","eurodig-c15","250x72x52","NO","NO","NO","NO"
"Eurodig","C 18 (Minilift)","C18","eurodig-c18","250x72x52","NO","NO","NO","NO"
"Eurodig","Dumpy 300","Dumpy300","eurodig-dumpy300","180x60x34","NO","NO","NO","NO"
"Eurodig","Dumpy 300M","Dumpy300M","eurodig-dumpy300m","180x60x34","NO","NO","NO","NO"
"Eurodig","Dumpy 500(Type 1)","Dumpy500","eurodig-dumpy500","190x72x37; 180x72x37; 180x72x34","NO","NO","NO","NO"
"Eurodig","Dumpy 800(Type 1)","Dumpy800","eurodig-dumpy800","180x72x34; 180x60x34; 190x72x37; 180x72x37","NO","NO","NO","NO"
"Eurodig","G 500","G500","eurodig-g500","180x72x34","NO","NO","NO","NO"
"Eurodig","GR 1000","GR1000","eurodig-gr1000","180x72x37","NO","NO","NO","NO"
"Eurodig","GR 500","GR500","eurodig-gr500","180x72x34","NO","NO","NO","NO"
"Eurodig","GR 500D","GR500D","eurodig-gr500d","180x72x34","NO","NO","NO","NO"
"Eurodig","GR 700","GR700","eurodig-gr700","180x72x34","NO","NO","NO","NO"
"Eurodig","GR 700A","GR700A","eurodig-gr700a","190x72x37; 180x72x37","NO","NO","NO","NO"
"Eurodig","GR 700A3","GR700A3","eurodig-gr700a3","190x72x37; 180x72x37","NO","NO","NO","NO"
"Eurodig","GR 700D","GR700D","eurodig-gr700d","190x72x37; 180x72x37","NO","NO","NO","NO"
"Eurodig","GR 900","GR900","eurodig-gr900","190x72x37; 180x72x37","NO","NO","NO","NO"
"Eurodig","Miniload 800","Miniload800","eurodig-miniload800","190x72x37; 180x72x37","NO","NO","NO","NO"
"Eurofor","GEO205 (Drilling Machine)","GEO205","eurofor-geo205","230x72x43","NO","NO","NO","NO"
"Eurotom","NB 30","NB30","eurotom-nb30","300x55x78; 300x52.5x80","NO","NO","NO","NO"
"Eurotom","TS 08","TS08","eurotom-ts08","180x72x38","NO","NO","NO","NO"
"Eurotom","TS 15","TS15","eurotom-ts15","230x96x33; 230x48x66","NO","NO","NO","NO"
"Eurotom","TS 15S","TS15S","eurotom-ts15s","230x96x33; 230x48x66","NO","NO","NO","NO"
"Eurotom","TS 17SE","TS17SE","eurotom-ts17se","230x96x33; 230x48x66","NO","NO","NO","NO"
"Eurotom","TS 25","TS25","eurotom-ts25","300x55x72; 300x52.5x74","NO","NO","NO","NO"
"Eurotom","TS 27S","TS27S","eurotom-ts27s","300x52.5x74","NO","NO","NO","NO"
"Eurotom","TS 30","TS30","eurotom-ts30","300x55x78; 300x52.5x80","NO","NO","NO","NO"
"Eurotom","TS 30R","TS30R","eurotom-ts30r","300x55x78; 300x52.5x80","NO","NO","NO","NO"
"Eurotom","TS 35","TS35","eurotom-ts35","300x55x78; 300x52.5x80","NO","NO","NO","NO"
"Eurotom","TS 35S","TS35S","eurotom-ts35s","300x55x78; 300x52.5x80","NO","NO","NO","NO"
"Eurotom","TS 75","TS75","eurotom-ts75","450x71x86","NO","NO","NO","NO"
"Eurotom","TS 75S","TS75S","eurotom-ts75s","450x71x86","NO","NO","NO","NO"
"FAI","212 New","212New","fai-212new","230x96x31; 230x48x62","NO","NO","NO","NO"
"FAI","212 Old","212Old","fai-212old","230x72x43","NO","NO","NO","NO"
"FAI","215","215","fai-215","230x96x31; 230x48x62","NO","NO","NO","NO"
"FAI","218","218","fai-218","230x96x31; 230x48x62","NO","NO","NO","NO"
"FAI","230","230","fai-230","300x109x39; 300x109x41; 300x52.5x80; 300x52.5x84; 300x55x71; 300x55x81","NO","NO","NO","NO"
"FAI","235","235","fai-235","300x109x41; 300x52.5x84; 300x55x81","NO","NO","NO","NO"
