Brand,Model (Raw),Model (Clean),Slug,Track Sizes,Has Bottom Roller Data,Has Sprocket Data,Has Idler Data,Has Carrier Roller Data
"Komatsu","PC 45-8","PC45-8","komatsu-pc45-8","400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 45MR","PC45MR","komatsu-pc45mr","400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 45MR-1","PC45MR-1","komatsu-pc45mr-1","400x73x72; 400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 45MR-3","PC45MR-3","komatsu-pc45mr-3","450x86x58","NO","NO","NO","NO"
"Komatsu","PC 45MR-5","PC45MR-5","komatsu-pc45mr-5","320x86x54; 375x86x54; 400x86x54","NO","NO","NO","NO"
"Komatsu","PC 45MRX","PC45MRX","komatsu-pc45mrx","320x86x54; 375x86x54; 400x86x54","NO","NO","NO","NO"
"Komatsu","PC 45R (> 3506)","PC45R","komatsu-pc45r","320x86x54; 375x86x54; 400x86x54","NO","NO","NO","NO"
"Komatsu","PC 45R Utility","PC45R Utility","komatsu-pc45rutility","400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 45R-8","PC45R-8","komatsu-pc45r-8","400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 45R-8 avance (SN > 5001)","PC45R-8avance","komatsu-pc45r-8avance","400x73x72; 400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 50-2 (> 12772)","PC50-2","komatsu-pc50-2","400x73x72; 400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 50-2 avance R (S/N > 12771)","PC50-2avance R","komatsu-pc50-2avancer","400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 50-3","PC50-3","komatsu-pc50-3","400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 50FR-1","PC50FR-1","komatsu-pc50fr-1","400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 50FR-2 (Victas assymetric)","PC50FR-2","komatsu-pc50fr-2","400x75.5x74","NO","NO","NO","NO"
"Komatsu","PC 50M-2","PC50M-2","komatsu-pc50m-2","400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 50MR","PC50MR","komatsu-pc50mr","400x72.5x74","NO","NO","NO","NO"
"Komatsu","PC 50MR-1 (>05/04 mfg)","PC50MR-1","komatsu-pc50mr-1","400x72.5x74","NO","NO","NO","NO"
"Komatsu","PC 50MR-2 ('2006)","PC50MR-2","komatsu-pc50mr-2","400x72.5x74","NO","NO","NO","NO"
"Komatsu","PC 50UD UG-2 (SN > 12750)","PC50UD UG-2","komatsu-pc50udug-2","400x73x72; 400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 50uu-2 (New)","PC50uu-2","komatsu-pc50uu-2","400x73x72; 400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 50uu-2 avance (SN > 12772)","PC50uu-2avance","komatsu-pc50uu-2avance","400x73x72; 400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 50uu-2E (SN > 12760)","PC50uu-2E","komatsu-pc50uu-2e","400x73x72; 400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 50uuM-2","PC50uuM-2","komatsu-pc50uum-2","400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 50uuM-2 avance (SN > 10001)","PC50uuM-2avance","komatsu-pc50uum-2avance","400x73x72; 400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 55MR","PC55MR","komatsu-pc55mr","400x72.5x74","NO","NO","NO","NO"
"Komatsu","PC 55MR-3","PC55MR-3","komatsu-pc55mr-3","400x72.5x74","NO","NO","NO","NO"
"Komatsu","PC 58SF-1 (SN > 1001)","PC58SF-1","komatsu-pc58sf-1","400x73x72; 400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 58uu-3","PC58uu-3","komatsu-pc58uu-3","400x135x38; 400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 58uu-X","PC58uu-X","komatsu-pc58uu-x","400x135x38; 400x72.5x72","NO","NO","NO","NO"
"Komatsu","PC 60-6 (type 2)","PC60-6","komatsu-pc60-6","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 75","PC75","komatsu-pc75","450x76x80","NO","NO","NO","NO"
"Komatsu","PC 75-1 (S/N 1175 - 5001)","PC75-1","komatsu-pc75-1","450x76x80","NO","NO","NO","NO"
"Komatsu","PC 75-2 (S/N 5001 - 7927)","PC75-2","komatsu-pc75-2","450x76x80; 450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 75R-2","PC75R-2","komatsu-pc75r-2","450x76x80","NO","NO","NO","NO"
"Komatsu","PC 75R-8","PC75R-8","komatsu-pc75r-8","450x76x80","NO","NO","NO","NO"
"Komatsu","PC 75uu-1 (SN > 1175)","PC75uu-1","komatsu-pc75uu-1","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 75uu-2 (SN > 7927)","PC75uu-2","komatsu-pc75uu-2","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 75uu-2A","PC75uu-2A","komatsu-pc75uu-2a","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 75uu-2AR","PC75uu-2AR","komatsu-pc75uu-2ar","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 75uu-2DQ","PC75uu-2DQ","komatsu-pc75uu-2dq","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 75uu-2R","PC75uu-2R","komatsu-pc75uu-2r","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 75uu-3","PC75uu-3","komatsu-pc75uu-3","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 75uu-3A","PC75uu-3A","komatsu-pc75uu-3a","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 75uu-3T","PC75uu-3T","komatsu-pc75uu-3t","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 75uuT-6","PC75uuT-6","komatsu-pc75uut-6","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 78MR-6 (verify links! May be 74 link count)","PC78MR-6","komatsu-pc78mr-6","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 78N","PC78N","komatsu-pc78n","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 80MR","PC80MR","komatsu-pc80mr","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 80MR-5","PC80MR-5","komatsu-pc80mr-5","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 88MR","PC88MR","komatsu-pc88mr","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 88MR-10","PC88MR-10","komatsu-pc88mr-10","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 88MR-6","PC88MR-6","komatsu-pc88mr-6","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 88MR-8","PC88MR-8","komatsu-pc88mr-8","450x83.5x74; 450x81x76","NO","NO","NO","NO"
"Komatsu","PC 95","PC95","komatsu-pc95","450x76x84","NO","NO","NO","NO"
"Komatsu","PC 95-1","PC95-1","komatsu-pc95-1","450x76x84","NO","NO","NO","NO"
"Komatsu","PC 95R-2","PC95R-2","komatsu-pc95r-2","450x76x84","NO","NO","NO","NO"
"Komatsu","PC12R-8","PC12R-8","komatsu-pc12r-8","230x96x31; 230x48x62","NO","NO","NO","NO"
"Komatsu","PC12R-8 Mistral HS","PC12R-8Mistral HS","komatsu-pc12r-8mistralhs","230x96x31; 230x48x62","NO","NO","NO","NO"
"Komatsu","PC12R-8 avance","PC12R-8avance","komatsu-pc12r-8avance","230x96x31; 230x48x62","NO","NO","NO","NO"
"Komatsu","PC14R HS","PC14R HS","komatsu-pc14rhs","230x96x35; 230x48x70","NO","NO","NO","NO"
"Komatsu","PC14R-2","PC14R-2","komatsu-pc14r-2","230x96x31; 230x48x62","NO","NO","NO","NO"
"Komatsu","PC14R-2 HS","PC14R-2HS","komatsu-pc14r-2hs","230x96x35; 230x48x70","NO","NO","NO","NO"
"Komatsu","PC14R-3","PC14R-3","komatsu-pc14r-3","230x48x62","NO","NO","NO","NO"
"Komatsu","PC14R-3 HS","PC14R-3HS","komatsu-pc14r-3hs","230x48x70","NO","NO","NO","NO"
"Komatsu","PC15","PC15","komatsu-pc15","300x52.5x80; 260x100x42; 300x55x77","NO","NO","NO","NO"
"Komatsu","PC15 FR-1","PC15FR-1","komatsu-pc15fr-1","230x72x47","NO","NO","NO","NO"
"Komatsu","PC15 MR","PC15MR","komatsu-pc15mr","200x72x41; 230x96x35; 230x48x70","NO","NO","NO","NO"
"Komatsu","PC15 MR-1","PC15MR-1","komatsu-pc15mr-1","180x72x41","NO","NO","NO","NO"
"Komatsu","PC15 MRX","PC15MRX","komatsu-pc15mrx","230x96x35; 230x48x70","NO","NO","NO","NO"
"Komatsu","PC15 MRX-1","PC15MRX-1","komatsu-pc15mrx-1","230x96x35; 230x48x70","NO","NO","NO","NO"
"Komatsu","PC15 P","PC15P","komatsu-pc15p","260x109x39; 300x52.5x80; 300x55x77","NO","NO","NO","NO"
"Komatsu","PC15 R","PC15R","komatsu-pc15r","230x96x31; 230x48x62","NO","NO","NO","NO"
"Komatsu","PC15 R HS","PC15R HS","komatsu-pc15rhs","230x96x31; 230x48x62","NO","NO","NO","NO"
"Komatsu","PC15 R Mistral","PC15R Mistral","komatsu-pc15rmistral","230x96x31; 230x48x62","NO","NO","NO","NO"
"Komatsu","PC15 R-8E Deluxe","PC15R-8E Deluxe","komatsu-pc15r-8edeluxe","230x96x31; 230x48x62","NO","NO","NO","NO"
"Komatsu","PC15 avance R(5001<SN&lt;6221)","PC15avance R","komatsu-pc15avancer","300x109x39; 300x52.5x80; 300x55x77","NO","NO","NO","NO"
"Komatsu","PC15-1 (SN>1001)","PC15-1","komatsu-pc15-1","260x109x39; 300x52.5x80; 300x55x77","NO","NO","NO","NO"
"Komatsu","PC15-2 (Not on new rollers)","PC15-2","komatsu-pc15-2","260x109x39; 300x52.5x80; 300x55x77","NO","NO","NO","NO"
"Komatsu","PC15-3","PC15-3","komatsu-pc15-3","260x109x39; 300x52.5x80; 300x55x77","NO","NO","NO","NO"
"Komatsu","PC15-6","PC15-6","komatsu-pc15-6","260x109x39; 300x52.5x80; 300x55x77","NO","NO","NO","NO"
"Komatsu","PC15-7","PC15-7","komatsu-pc15-7","300x52.5x80","NO","NO","NO","NO"
"Komatsu","PC16 R HS","PC16R HS","komatsu-pc16rhs","230x96x35; 230x48x70","NO","NO","NO","NO"
"Komatsu","PC16 R-2","PC16R-2","komatsu-pc16r-2","230x96x31; 230x48x62","NO","NO","NO","NO"
"Komatsu","PC16 R-2HS","PC16R-2HS","komatsu-pc16r-2hs","230x96x35; 230x48x70","NO","NO","NO","NO"
"Komatsu","PC16 R-3","PC16R-3","komatsu-pc16r-3","230x48x62","NO","NO","NO","NO"
"Komatsu","PC16R-3HS","PC16R-3HS","komatsu-pc16r-3hs","230x48x70","NO","NO","NO","NO"
"Komatsu","PC18MR('2006)","PC18MR","komatsu-pc18mr","230x96x35; 230x48x70","NO","NO","NO","NO"
"Komatsu","PC18MR-2('2006)","PC18MR-2","komatsu-pc18mr-2","230x96x35; 230x48x70","NO","NO","NO","NO"
"Komatsu","PC18MR-3","PC18MR-3","komatsu-pc18mr-3","230x96x35; 230x48x70","NO","NO","NO","NO"
"Komatsu","PC18MR-5","PC18MR-5","komatsu-pc18mr-5","230x48x70","NO","NO","NO","NO"
"Komatsu","PC20","PC20","komatsu-pc20","320x100x45; 300x109x41","NO","NO","NO","NO"
"Komatsu","PC20 MR-2","PC20MR-2","komatsu-pc20mr-2","260x52.5x78; 300x52.5x78","NO","NO","NO","NO"
"Komatsu","PC20 avance R (35001<SN&lt;42354)","PC20avance R","komatsu-pc20avancer","300x109x39; 300x52.5x80","NO","NO","NO","NO"
"Komatsu","PC20-8","PC20-8","komatsu-pc20-8","300x55x78; 300x52.5x80","NO","NO","NO","NO"
"Komatsu","PC75R","PC75R","komatsu-pc75r","450x76x80","NO","NO","NO","NO"
"Komatsu","SK1020 (VTS System for Skidsteer Loader)","SK1020","komatsu-sk1020","450x86x58","NO","NO","NO","NO"
"Komatsu","SK815 (VTS System for Skidsteer Loader)","SK815","komatsu-sk815","320x86x54; 375x86x54; 400x86x54","NO","NO","NO","NO"
"Komatsu","SK818 (VTS System for Skidsteer Loader)","SK818","komatsu-sk818","320x86x54; 375x86x54; 400x86x54","NO","NO","NO","NO"
"Komatsu","SK820 (VTS System for Skidsteer Loader)","SK820","komatsu-sk820","320x86x54; 375x86x54; 400x86x54","NO","NO","NO","NO"
"Kubota","AR 30","AR30","kubota-ar30","300x109x39; 300x52.5x80","NO","NO","NO","NO"
"Kubota","D902","D902","kubota-d902","230x96x32; 230x48x64","NO","NO","NO","NO"
"Kubota","FH 007","FH007","kubota-fh007","180x72x36","NO","NO","NO","NO"
"Kubota","HG","HG","kubota-hg","200x72x42","NO","NO","NO","NO"
"Kubota","K 007","K007","kubota-k007","180x72x36","NO","NO","NO","NO"
"Kubota","K 008","K008","kubota-k008","180x72x37","NO","NO","NO","NO"
"Kubota","K 008-2","K008-2","kubota-k008-2","180x72x37","NO","NO","NO","NO"
"Kubota","K 008-3","K008-3","kubota-k008-3","180x72x37","NO","NO","NO","NO"
"Kubota","K 008-3G","K008-3G","kubota-k008-3g","180x72x37","NO","NO","NO","NO"
"Kubota","K 008DH","K008DH","kubota-k008dh","180x72x37","NO","NO","NO","NO"
"Kubota","K 013","K013","kubota-k013","200x96x30; 230x48x60","NO","NO","NO","NO"
"Kubota","K 015","K015","kubota-k015","200x96x30; 230x48x60","NO","NO","NO","NO"
"Kubota","K 020","K020","kubota-k020","250x109x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","K 022","K022","kubota-k022","250x109x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","K 025","K025","kubota-k025","300x109x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","K 028","K028","kubota-k028","300x109x39; 300x52.5x80","NO","NO","NO","NO"
"Kubota","K 030","K030","kubota-k030","300x109x39; 300x52.5x80","NO","NO","NO","NO"
"Kubota","K 030-3","K030-3","kubota-k030-3","300x53x80","NO","NO","NO","NO"
"Kubota","K 035","K035","kubota-k035","300x52.5x84","NO","NO","NO","NO"
"Kubota","K 035-3","K035-3","kubota-k035-3","300x53x84","NO","NO","NO","NO"
"Kubota","K 038","K038","kubota-k038","350x56x84; 350x52.5x88","NO","NO","NO","NO"
"Kubota","K 040","K040","kubota-k040","400x72.5x72","NO","NO","NO","NO"
"Kubota","K 045","K045","kubota-k045","400x72.5x72","NO","NO","NO","NO"
"Kubota","K 080","K080","kubota-k080","450x81.5x76; 450x81x76","NO","NO","NO","NO"
"Kubota","K 151","K151","kubota-k151","400x72.5x72","NO","NO","NO","NO"
"Kubota","KC 110H (dumper)","KC110H","kubota-kc110h","250x72x48","NO","NO","NO","NO"
"Kubota","KC 110HR (dumper)","KC110HR","kubota-kc110hr","250x72x48","NO","NO","NO","NO"
"Kubota","KC 110HR-4 (dumper)","KC110HR-4","kubota-kc110hr-4","230x72x43","NO","NO","NO","NO"
"Kubota","KC 120 (dumper)","KC120","kubota-kc120","250x72x45; 230x72x46","NO","NO","NO","NO"
"Kubota","KC 121 (dumper)","KC121","kubota-kc121","280x72x52; 250x72x52","NO","NO","NO","NO"
"Kubota","KC 140","KC140","kubota-kc140","250x72x45","NO","NO","NO","NO"
"Kubota","KC 40 (dumper)","KC40","kubota-kc40","180x60x34","NO","NO","NO","NO"
"Kubota","KC 50 (dumper) [OEM 200x72x34]","KC50","kubota-kc50","200x72x34; 200x72x39","NO","NO","NO","NO"
"Kubota","KC 50 new (dumper) [OEM 250x72x46]","KC50new","kubota-kc50new","250x72x46","NO","NO","NO","NO"
"Kubota","KC 50LZ (dumper)","KC50LZ","kubota-kc50lz","200x72x39","NO","NO","NO","NO"
"Kubota","KC 51","KC51","kubota-kc51","200x72x39","NO","NO","NO","NO"
"Kubota","KC 70 (dumper)","KC70","kubota-kc70","200x72x39","NO","NO","NO","NO"
"Kubota","KH 007","KH007","kubota-kh007","180x72x36; 180x72x37","NO","NO","NO","NO"
"Kubota","KH 008","KH008","kubota-kh008","180x72x37","NO","NO","NO","NO"
"Kubota","KH 012 (new)","KH012","kubota-kh012","230x96x30; 230x48x60; 200x72x42","NO","NO","NO","NO"
"Kubota","KH 012G","KH012G","kubota-kh012g","200x72x42","NO","NO","NO","NO"
"Kubota","KH 012HG","KH012HG","kubota-kh012hg","200x72x42","NO","NO","NO","NO"
"Kubota","KH 014","KH014","kubota-kh014","230x72x42","NO","NO","NO","NO"
"Kubota","KH 014G","KH014G","kubota-kh014g","230x72x42","NO","NO","NO","NO"
"Kubota","KH 014HG","KH014HG","kubota-kh014hg","230x72x42","NO","NO","NO","NO"
"Kubota","KH 02","KH02","kubota-kh02","300x109x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","KH 021","KH021","kubota-kh021","250x109x35; 300x52.5x72","NO","NO","NO","NO"
"Kubota","KH 021HG","KH021HG","kubota-kh021hg","250x109x35; 300x52.5x72","NO","NO","NO","NO"
"Kubota","KH 024","KH024","kubota-kh024","300x109x37","NO","NO","NO","NO"
"Kubota","KH 026","KH026","kubota-kh026","300x109x37","NO","NO","NO","NO"
"Kubota","KH 026G","KH026G","kubota-kh026g","300x109x35","NO","NO","NO","NO"
"Kubota","KH 027","KH027","kubota-kh027","300x109x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","KH 027G","KH027G","kubota-kh027g","300x109x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","KH 02HG","KH02HG","kubota-kh02hg","300x109x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","KH 030","KH030","kubota-kh030","300x109x39; 300x52.5x80","NO","NO","NO","NO"
"Kubota","KH 030G","KH030G","kubota-kh030g","300x109x39; 300x52.5x80","NO","NO","NO","NO"
"Kubota","KH 030HG","KH030HG","kubota-kh030hg","300x109x39; 300x52.5x80","NO","NO","NO","NO"
"Kubota","KH 033 [OEM 300x109x39]","KH033","kubota-kh033","300x109x39; 300x109x41","NO","NO","NO","NO"
"Kubota","KH 033HG [OEM 300x109x39]","KH033HG","kubota-kh033hg","300x109x39; 300x109x41","NO","NO","NO","NO"
"Kubota","KH 040","KH040","kubota-kh040","400x142x37; 400x72.5x72","NO","NO","NO","NO"
"Kubota","KH 041","KH041","kubota-kh041","230x72x42","NO","NO","NO","NO"
"Kubota","KH 045","KH045","kubota-kh045","400x142x37; 400x72.5x72","NO","NO","NO","NO"
"Kubota","KH 05","KH05","kubota-kh05","200x72x42","NO","NO","NO","NO"
"Kubota","KH 055","KH055","kubota-kh055","400x142x39; 400x72.5x76","NO","NO","NO","NO"
"Kubota","KH 055N","KH055N","kubota-kh055n","400x72.5x76","NO","NO","NO","NO"
"Kubota","KH 060","KH060","kubota-kh060","300x109x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","KH 07","KH07","kubota-kh07","180x72x37","NO","NO","NO","NO"
"Kubota","KH 090","KH090","kubota-kh090","300x109x41; 300x52.5x84","NO","NO","NO","NO"
"Kubota","KH 101","KH101","kubota-kh101","300x109x41; 300x52.5x84","NO","NO","NO","NO"
"Kubota","KH 12","KH12","kubota-kh12","200x72x42","NO","NO","NO","NO"
"Kubota","KH 120","KH120","kubota-kh120","230x72x42","NO","NO","NO","NO"
"Kubota","KH 121","KH121","kubota-kh121","300x109x35; 300x52.5x72","NO","NO","NO","NO"
"Kubota","KH 130","KH130","kubota-kh130","400x146x36; 400x72.5x72","NO","NO","NO","NO"
"Kubota","KH 14","KH14","kubota-kh14","230x72x42","NO","NO","NO","NO"
"Kubota","KH 14G","KH14G","kubota-kh14g","230x72x42","NO","NO","NO","NO"
"Kubota","KH 14HG","KH14HG","kubota-kh14hg","230x72x42","NO","NO","NO","NO"
"Kubota","KH 151","KH151","kubota-kh151","400x142x37; 400x72.5x72","NO","NO","NO","NO"
"Kubota","KH 191 [OEM 450x71x78]","KH191","kubota-kh191","450x71x78; 450x81x72","NO","NO","NO","NO"
"Kubota","KH 21","KH21","kubota-kh21","180x72x36","NO","NO","NO","NO"
"Kubota","KH 24","KH24","kubota-kh24","300x109x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","KH 24HG","KH24HG","kubota-kh24hg","300x109x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","KH 26HG","KH26HG","kubota-kh26hg","300x109x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","KH 26SR [OEM 320x100x40]","KH26SR","kubota-kh26sr","320x100x40; 320x100x43","NO","NO","NO","NO"
"Kubota","KH 28","KH28","kubota-kh28","200x72x42","NO","NO","NO","NO"
"Kubota","KH 30SR [OEM 320x100x40]","KH30SR","kubota-kh30sr","320x100x40; 320x100x43","NO","NO","NO","NO"
"Kubota","KH 30SRG [OEM 320x100x40]","KH30SRG","kubota-kh30srg","320x100x40; 320x100x43","NO","NO","NO","NO"
"Kubota","KH 31","KH31","kubota-kh31","200x72x42","NO","NO","NO","NO"
"Kubota","KH 35","KH35","kubota-kh35","200x72x42","NO","NO","NO","NO"
"Kubota","KH 36","KH36","kubota-kh36","200x72x42","NO","NO","NO","NO"
"Kubota","KH 37","KH37","kubota-kh37","200x72x42","NO","NO","NO","NO"
"Kubota","KH 38","KH38","kubota-kh38","200x72x42","NO","NO","NO","NO"
"Kubota","KH 41 [OEM 230x72x42]","KH41","kubota-kh41","230x72x42; 230x96x30","NO","NO","NO","NO"
"Kubota","KH 41R","KH41R","kubota-kh41r","230x72x42","NO","NO","NO","NO"
"Kubota","KH 5","KH5","kubota-kh5","200x72x42","NO","NO","NO","NO"
"Kubota","KH 50 [OEM 230x72x42]","KH50","kubota-kh50","230x72x42; 250x109x35","NO","NO","NO","NO"
"Kubota","KH 50SR [OEM 420x100x52]","KH50SR","kubota-kh50sr","420x100x52; 420x100x54","NO","NO","NO","NO"
"Kubota","KH 51","KH51","kubota-kh51","250x109x35; 300x52.5x72","NO","NO","NO","NO"
"Kubota","KH 51SR [OEM 420x100x52]","KH51SR","kubota-kh51sr","420x100x52; 420x100x54","NO","NO","NO","NO"
"Kubota","KH 52","KH52","kubota-kh52","250x109x35; 300x52.5x72","NO","NO","NO","NO"
"Kubota","KH 52SR [OEM 400x146x36]","KH52SR","kubota-kh52sr","400x146x36; 420x100x52; 420x100x54","NO","NO","NO","NO"
"Kubota","KH 55 [OEM 230x72x42]","KH55","kubota-kh55","230x72x42; 250x109x35","NO","NO","NO","NO"
"Kubota","KH 55G","KH55G","kubota-kh55g","230x72x42","NO","NO","NO","NO"
"Kubota","KH 55R","KH55R","kubota-kh55r","230x72x42","NO","NO","NO","NO"
"Kubota","KH 55S","KH55S","kubota-kh55s","230x72x42","NO","NO","NO","NO"
"Kubota","KH 55X","KH55X","kubota-kh55x","230x72x42","NO","NO","NO","NO"
"Kubota","KH 5HC","KH5HC","kubota-kh5hc","200x72x42","NO","NO","NO","NO"
"Kubota","KH 60 [OEM 300x109x35]","KH60","kubota-kh60","300x109x35; 300x109x37","NO","NO","NO","NO"
"Kubota","KH 61","KH61","kubota-kh61","300x109x35; 300x52.5x72","NO","NO","NO","NO"
"Kubota","KH 65","KH65","kubota-kh65","300x109x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","KH 66 [OEM 300x109x35]","KH66","kubota-kh66","300x109x35; 300x109x37","NO","NO","NO","NO"
"Kubota","KH 70 [OEM 300x109x37]","KH70","kubota-kh70","300x109x37; 300x109x39","NO","NO","NO","NO"
"Kubota","KH 71 [OEM 300x109x35]","KH71","kubota-kh71","300x109x35","NO","NO","NO","NO"
"Kubota","KH 90","KH90","kubota-kh90","300x109x41; 300x52.5x84","NO","NO","NO","NO"
"Kubota","KH 91","KH91","kubota-kh91","300x1009x39; 300x52.5x80","NO","NO","NO","NO"
"Kubota","KN 36","KN36","kubota-kn36","200x96x30; 230x48x60","NO","NO","NO","NO"
"Kubota","KN 51","KN51","kubota-kn51","250x109x35; 300x52.5x72","NO","NO","NO","NO"
"Kubota","KX 007","KX007","kubota-kx007","180x72x36","NO","NO","NO","NO"
"Kubota","KX 008","KX008","kubota-kx008","180x72x37","NO","NO","NO","NO"
"Kubota","KX 012","KX012","kubota-kx012","230x96x30; 230x48x60","NO","NO","NO","NO"
"Kubota","KX 014","KX014","kubota-kx014","230x96x30; 230x48x60","NO","NO","NO","NO"
"Kubota","KX 015-4","KX015-4","kubota-kx015-4","230x96x32; 230x48x64","YES","NO","NO","NO"
"Kubota","KX 016-4","KX016-4","kubota-kx016-4","230x96x32; 230x48x64","YES","NO","NO","NO"
"Kubota","KX 018-4","KX018-4","kubota-kx018-4","230x48x70","YES","NO","NO","NO"
"Kubota","KX 019-4","KX019-4","kubota-kx019-4","230x48x70","YES","NO","NO","NO"
"Kubota","KX 021 [OEM 250x109x35]","KX021","kubota-kx021","250x109x35; 250x109x37","NO","NO","NO","NO"
"Kubota","KX 021UR","KX021UR","kubota-kx021ur","250x19x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","KX 024","KX024","kubota-kx024","250x109x35; 300x52.5x72","NO","NO","NO","NO"
"Kubota","KX 026","KX026","kubota-kx026","300x109x35; 300x52.5x72","NO","NO","NO","NO"
"Kubota","KX 027","KX027","kubota-kx027","300x109x37; 250x52.5x76; 300x52.5x76","NO","NO","NO","NO"
"Kubota","KX 027-4","KX027-4","kubota-kx027-4","300x53x80","NO","NO","NO","NO"
"Kubota","KX 030 [OEM 300x109x39]","KX030","kubota-kx030","300x109x39; 300x109x41","NO","NO","NO","NO"
"Kubota","KX 030-4","KX030-4","kubota-kx030-4","300x53x80","NO","NO","NO","NO"
"Kubota","KX 033 [OEM 300x109x39]","KX033","kubota-kx033","300x109x39; 300x109x41","NO","NO","NO","NO"
"Kubota","KX 033-4","KX033-4","kubota-kx033-4","300x53x84","NO","NO","NO","NO"
"Kubota","KX 037-4","KX037-4","kubota-kx037-4","300x53x84","NO","NO","NO","NO"
"Kubota","KX 040","KX040","kubota-kx040","400x142x37; 400x72.5x72","YES","NO","NO","NO"
"Kubota","KX 040-4","KX040-4","kubota-kx040-4","350x54.5x86","YES","NO","NO","NO"
"Kubota","KX 040-4HGA","KX040-4HGA","kubota-kx040-4hga","350x54.5x86","YES","NO","NO","NO"
"Kubota","KX 041","KX041","kubota-kx041","230x96x30; 230x48x60","NO","NO","NO","NO"
"Kubota","KX 042-4","KX042-4","kubota-kx042-4","350x54.5x86","NO","NO","NO","NO"
"Kubota","KX 045","KX045","kubota-kx045","400x142x37; 400x72.5x72","NO","NO","NO","NO"
"Kubota","KX 057-4","KX057-4","kubota-kx057-4","400x72.5x74","YES","NO","NO","NO"
"Kubota","KX 057-5","KX057-5","kubota-kx057-5","400x72.5x74","NO","NO","NO","NO"
"Kubota","KX 060-5","KX060-5","kubota-kx060-5","400x72.5x74","NO","NO","NO","NO"
"Kubota","KX 080","KX080","kubota-kx080","450x81.5x76; 450x81x76","YES","YES","NO","NO"
"Kubota","KX 080-3","KX080-3","kubota-kx080-3","450x81.5x76; 450x81x76","YES","YES","NO","NO"
"Kubota","KX 080-4","KX080-4","kubota-kx080-4","450x81.5x76; 450x81x76","YES","YES","NO","NO"
"Kubota","KX080-4S2","KX080-4S2","kubota-kx080-4s2","","YES","YES","NO","NO"
