Make,Model,Track Sizes (Base),Track Sizes (Display),Track Sizes (Canonical w/ N/W)
Bobcat,331,320x52.5x80;320x52.5x80,320x52.5x80;320x52.5x80 (Narrow),320x52.5x80;320x52.5x80(N)
Bobcat,331D,320x52.5x80;300x52.5x80,320x52.5x80;300x52.5x80 (Narrow),320x52.5x80;300x52.5x80(N)
Bobcat,331E,320x52.5x80;300x52.5x80,320x52.5x80;300x52.5x80 (Narrow),320x52.5x80;300x52.5x80(N)
Bobcat,331G,320x52.5x80;320x52.5x80,320x52.5x80;320x52.5x80 (Narrow),320x52.5x80;320x52.5x80(N)
Bobcat,334,320x52.5x80;320x52.5x80,320x52.5x80;320x52.5x80 (Narrow),320x52.5x80;320x52.5x80(N)
Bobcat,334D,320x52.5x80;300x52.5x80,320x52.5x80;300x52.5x80 (Narrow),320x52.5x80;300x52.5x80(N)
Bobcat,335,320x55x88;300x52.5x92,320x55x88;300x52.5x92 (Narrow),320x55x88;300x52.5x92(N)
Bobcat,337,400x73x74;400x72.5x74,400x73x74;400x72.5x74,400x73x74;400x72.5x74
Bobcat,337G,400x73x74;400x72.5x74,400x73x74;400x72.5x74,400x73x74;400x72.5x74
Bobcat,341,400x73x74;400x72.5x74,400x73x74;400x72.5x74,400x73x74;400x72.5x74
Bobcat,341D,400x73x74;400x72.5x74,400x73x74;400x72.5x74,400x73x74;400x72.5x74
Bobcat,341G,400x73x74;400x72.5x74,400x73x74;400x72.5x74,400x73x74;400x72.5x74
Bobcat,418,180x72x39,180x72x39,180x72x39
Bobcat,418A,180x72x39,180x72x39,180x72x39
Bobcat,425,320x52.5x80;300x52.5x80,320x52.5x80;300x52.5x80 (Narrow),320x52.5x80;300x52.5x80(N)
Bobcat,428,320x52.5x80;300x52.5x80,320x52.5x80;300x52.5x80 (Narrow),320x52.5x80;300x52.5x80(N)
Bobcat,430D(Fast TRACK),320x55x88;300x52.5x92,320x55x88;300x52.5x92 (Narrow),320x55x88;300x52.5x92(N)
Bobcat,430G,320x55x88;300x52.5x92,320x55x88;300x52.5x92 (Narrow),320x55x88;300x52.5x92(N)
Bobcat,430ZHS,320x55x88;300x52.5x92,320x55x88;300x52.5x92 (Narrow),320x55x88;300x52.5x92(N)
Bobcat,430ZTS,320x55x88;300x52.5x92,320x55x88;300x52.5x92 (Narrow),320x55x88;300x52.5x92(N)
Bobcat,435 (Fast TRACK),400x73x74;400x72.5x74,400x73x74;400x72.5x74,400x73x74;400x72.5x74
Bobcat,442,450x71x86,450x71x86,450x71x86
Bobcat,444,500x92x78,500x92x78,500x92x78
Bobcat,863(VTS System for Skidsteer Loader),450x86x56,450x86x56,450x86x56
Bobcat,864,320x86x52;450x86x52,320x86x52;450x86x52,320x86x52;450x86x52
Bobcat,864H,450x84x53;450x86x52,450x84x53;450x86x52,450x84x53;450x86x52
Bobcat,873,450x86x60,450x86x60,450x86x60
Bobcat,883,450x86x60,450x86x60,450x86x60
Bobcat,E08,180x72x39,180x72x39,180x72x39
Bobcat,E10,180x72x39,180x72x39,180x72x39
Bobcat,E10Z,180x72x39,180x72x39,180x72x39
Bobcat,E10e,180x72x39,180x72x39,180x72x39
Bobcat,E14,200x72x41,200x72x41,200x72x41
Bobcat,E16,230x48x66,230x48x66,230x48x66
Bobcat,E17,230x48x66,230x48x66,230x48x66
Bobcat,E17Z,230x48x66,230x48x66,230x48x66
Bobcat,E19,230x48x66,230x48x66,230x48x66
Bobcat,E20,230x48x72,230x48x72,230x48x72
Bobcat,E20Z,230x48x72,230x48x72,230x48x72
Bobcat,E26,300x52.5x80;300x52.5x80,300x52.5x80;300x52.5x80 (Narrow),300x52.5x80;300x52.5x80(N)
Bobcat,E27,300x52.5x80;300x52.5x80,300x52.5x80;300x52.5x80 (Narrow),300x52.5x80;300x52.5x80(N)
Bobcat,E27z,300x52.5x80;300x52.5x80,300x52.5x80;300x52.5x80 (Narrow),300x52.5x80;300x52.5x80(N)
Bobcat,E32 [I guiding | M-series],320x52.5x80;300x52.5x80,320x52.5x80;300x52.5x80 (Narrow),320x52.5x80;300x52.5x80(N)
Bobcat,E32 [J guiding | R-series],320x52.5x80;300x52.5x80,320x52.5x80;300x52.5x80,320x52.5x80;300x52.5x80
Bobcat,E32C,320x52.5x80;300x52.5x80,320x52.5x80;300x52.5x80 (Narrow),320x52.5x80;300x52.5x80(N)
Bobcat,E34,300x52.5x80;300x52.5x80,300x52.5x80;300x52.5x80 (Narrow),300x52.5x80;300x52.5x80(N)
Bobcat,E35 [I guiding | M-series],300x52.5x84;300x52.5x84,300x52.5x84;300x52.5x84 (Narrow),300x52.5x84;300x52.5x84(N)
Bobcat,E35I [J guiding | R-series],300x52.5x84;300x55x81,300x52.5x84;300x55x81,300x52.5x84;300x55x81
Bobcat,E35M,300x52.5x84;300x52.5x84,300x52.5x84;300x52.5x84 (Narrow),300x52.5x84;300x52.5x84(N)
Bobcat,E35Z,300x52.5x84;300x52.5x84,300x52.5x84;300x52.5x84 (Narrow),300x52.5x84;300x52.5x84(N)
Bobcat,E41,350x55x88;300x52.5x92,350x55x88;300x52.5x92 (Narrow),350x55x88;300x52.5x92(N)
Bobcat,E42,350x55x88;300x52.5x92,350x55x88;300x52.5x92 (Narrow),350x55x88;300x52.5x92(N)
Bobcat,E45,400x72.5x74,400x72.5x74,400x72.5x74
Bobcat,E50,400x72.5x74,400x72.5x74,400x72.5x74
Bobcat,E55,400x72.5x74,400x72.5x74,400x72.5x74
Bobcat,E60 [I guiding],400x72.5x76,400x72.5x76,400x72.5x76
Bobcat,E62,400x72.5x76,400x72.5x76,400x72.5x76
Bobcat,E63,400x72.5x76,400x72.5x76,400x72.5x76
Bobcat,E80,450x81x76,450x81x76,450x81x76
Bobcat,E85,450x81x76,450x81x76,450x81x76
Bobcat,MT 100,250x72x45;230x72x45,250x72x45;230x72x45,250x72x45;230x72x45
Bobcat,MT100,180x72x45,180x72x45,180x72x45
Bobcat,MT120,180x72x45,180x72x45,180x72x45
Bobcat,MT50,180x72x39,180x72x39,180x72x39
Bobcat,MT52,180x72x39,180x72x39,180x72x39
Bobcat,MT55,180x72x39,180x72x39,180x72x39
Bobcat,MT85,180x72x45;250x72x45,180x72x45;250x72x45,180x72x45;250x72x45
Bobcat,S130,320x86x50;400x86x50;375x86x50,320x86x50;400x86x50;375x86x50,320x86x50;400x86x50;375x86x50
Bobcat,S150,320x86x52;400x86x52;375x86x52,320x86x52;400x86x52;375x86x52,320x86x52;400x86x52;375x86x52
Bobcat,S160,320x86x52;400x86x52;375x86x52,320x86x52;400x86x52;375x86x52,320x86x52;400x86x52;375x86x52
Bobcat,S175,320x86x52;400x86x52;375x86x52,320x86x52;400x86x52;375x86x52,320x86x52;400x86x52;375x86x52
Bobcat,S185,320x86x52;400x86x52;375x86x52,320x86x52;400x86x52;375x86x52,320x86x52;400x86x52;375x86x52
Bobcat,S205,320x86x52;400x86x52;375x86x52,320x86x52;400x86x52;375x86x52,320x86x52;400x86x52;375x86x52
Bobcat,S220,450x86x60,450x86x60,450x86x60
Bobcat,S250,450x86x60,450x86x60,450x86x60
Bobcat,S300,450x86x60,450x86x60,450x86x60
Bobcat,T110,250x75x52;250x72x52,250x75x52;250x72x52,250x75x52;250x72x52
Bobcat,T140,300x84x46;320x86x45,300x84x46;320x86x45,300x84x46;320x86x45
Bobcat,T180,320x86x49;400x86x49,320x86x49;400x86x49,320x86x49;400x86x49
Bobcat,T180H,320x86x49,320x86x49,320x86x49
Bobcat,T190,13x4x56;400x86x49;320x86x49,13x4x56;400x86x49;320x86x49,13x4x56;400x86x49;320x86x49
Bobcat,T190H,320x86x49;400x86x49,320x86x49;400x86x49,320x86x49;400x86x49
Bobcat,T200,13x4x56;320x86x52;450x86x52,13x4x56;320x86x52;450x86x52,13x4x56;320x86x52;450x86x52
Bobcat,T250,18x4x56;450x86x55;400x86x55,18x4x56;450x86x55;400x86x55,18x4x56;450x86x55;400x86x55
Bobcat,T250H,450x86x55;400x86x55,450x86x55;400x86x55,450x86x55;400x86x55
Bobcat,T300,18x4x56;450x86x55;400x86x55,18x4x56;450x86x55;400x86x55,18x4x56;450x86x55;400x86x55
Bobcat,T300H,450x86x55;400x86x55,450x86x55;400x86x55,450x86x55;400x86x55
Bobcat,T320,450x86x55;400x86x55;18x4x51,450x86x55;400x86x55;18x4x51,450x86x55;400x86x55;18x4x51
Bobcat,T450,300x84x46,300x84x46,300x84x46
Bobcat,T550,18x4x56;400x86x49;320x86x49,18x4x56;400x86x49;320x86x49,18x4x56;400x86x49;320x86x49
Bobcat,T590,18x4x56;400x86x49;320x86x49,18x4x56;400x86x49;320x86x49,18x4x56;400x86x49;320x86x49
Bobcat,T595,18x4x56;400x86x49;320x86x49,18x4x56;400x86x49;320x86x49,18x4x56;400x86x49;320x86x49
Bobcat,T62,320x86x50;400x86x50,320x86x50;400x86x50,320x86x50;400x86x50
Bobcat,T630,18x4x56;450x86x52;400x86x52;320x86x52,18x4x56;450x86x52;400x86x52;320x86x52,18x4x56;450x86x52;400x86x52;320x86x52
Bobcat,T64,320x86x50;400x86x50,320x86x50;400x86x50,320x86x50;400x86x50
Bobcat,T650,18x4x56;450x86x52;400x86x52;320x86x52,18x4x56;450x86x52;400x86x52;320x86x52,18x4x56;450x86x52;400x86x52;320x86x52
Bobcat,T66,320x86x50;400x86x50,320x86x50;400x86x50,320x86x50;400x86x50
Bobcat,T72,320x86x53;450x86x53;400x86x53,320x86x53;450x86x53;400x86x53,320x86x53;450x86x53;400x86x53
Bobcat,T740,18x4x56;450x86x55,18x4x56;450x86x55,18x4x56;450x86x55
Bobcat,T750,18x4x56;450x86x55;400x86x55,18x4x56;450x86x55;400x86x55,18x4x56;450x86x55;400x86x55
Bobcat,T76,320x86x53;450x86x53,320x86x53;450x86x53,320x86x53;450x86x53
Bobcat,T770,18x4x56;450x86x55;400x86x55,18x4x56;450x86x55;400x86x55,18x4x56;450x86x55;400x86x55
Bobcat,T830,450x86x58,450x86x58,450x86x58
Bobcat,T86,450x86x58,450x86x58,450x86x58
Bobcat,T870,450x84x59;18x4x56;450x86x58,450x84x59;18x4x56;450x86x58,450x84x59;18x4x56;450x86x58
Bobcat,X119,230x72x43,230x72x43,230x72x43
Bobcat,X120,230x72x43,230x72x43,230x72x43
Bobcat,X122,230x72x43,230x72x43,230x72x43
Bobcat,X123,250x72x47,250x72x47,250x72x47
Bobcat,X220,250x72x45,250x72x45,250x72x45
Bobcat,X225,300x52.5x74;300x55x71,300x52.5x74;300x55x71 (Narrow),300x52.5x74;300x55x71(N)
Bobcat,X231,320x54x78;300x52.5x80,320x54x78;300x52.5x80 (Narrow),320x54x78;300x52.5x80(N)
Bobcat,X316,180x72x38,180x72x38,180x72x38
Bobcat,X320,230x72x45,230x72x45,230x72x45
Bobcat,X320 (SN<<2000),250x72x45,250x72x45,250x72x45
Bobcat,X320D,230x96x33;230x48x66,230x96x33;230x48x66,230x96x33;230x48x66
Bobcat,X320E,230x96x33;230x48x66,230x96x33;230x48x66,230x96x33;230x48x66
Bobcat,X322,230x96x33;230x48x66,230x96x33;230x48x66,230x96x33;230x48x66
Bobcat,X322 (SN<<2000),250x72x45,250x72x45,250x72x45
Bobcat,X322D,230x96x33;230x48x66,230x96x33;230x48x66,230x96x33;230x48x66
Bobcat,X322E,230x96x33;230x48x66,230x96x33;230x48x66,230x96x33;230x48x66
Bobcat,X322G,230x96x33;230x48x66,230x96x33;230x48x66,230x96x33;230x48x66
Bobcat,X323,230x96x33;230x48x66,230x96x33;230x48x66,230x96x33;230x48x66
Bobcat,X324,230x96x33;230x48x66,230x96x33;230x48x66,230x96x33;230x48x66
Bobcat,X325,320x54x72;300x52.5x74,320x54x72;300x52.5x74 (Narrow),320x54x72;300x52.5x74(N)
Bobcat,X328,320x54x72;300x52.5x74,320x54x72;300x52.5x74 (Narrow),320x54x72;300x52.5x74(N)
Bobcat,X328E,320x54x72;300x52.5x74,320x54x72;300x52.5x74 (Narrow),320x54x72;300x52.5x74(N)
Bobcat,X329,320x52.5x80;300x52.5x80,320x52.5x80;300x52.5x80 (Narrow),320x52.5x80;300x52.5x80(N)
Bobcat,X331,320x54x78;300x52.5x80,320x54x78;300x52.5x80 (Narrow),320x54x78;300x52.5x80(N)
Bobcat,X331E,320x54x78;300x52.5x80,320x54x78;300x52.5x80 (Narrow),320x54x78;300x52.5x80(N)
Bobcat,X334,320x54x78;300x52.5x80,320x54x78;300x52.5x80 (Narrow),320x54x78;300x52.5x80(N)
Bobcat,X334G,300x54x78;300x52.5x80,300x54x78;300x52.5x80 (Narrow),300x54x78;300x52.5x80(N)
Bobcat,X337,400x72.5x74,400x72.5x74,400x72.5x74
Bobcat,X341,400x73x74;400x72.5x74,400x73x74;400x72.5x74,400x73x74;400x72.5x74
Bobcat,X418,180x72x39,180x72x39,180x72x39
Bobcat,X422,450x71x86,450x71x86,450x71x86
Bobcat,X425,320x52.5x80;300x52.5x80,320x52.5x80;300x52.5x80 (Narrow),320x52.5x80;300x52.5x80(N)
Bobcat,X430,300x52.5x92;300x52.5x92,300x52.5x92;300x52.5x92 (Narrow),300x52.5x92;300x52.5x92(N)
Bobcat,X435,400x73x74;400x72.5x74,400x73x74;400x72.5x74,400x73x74;400x72.5x74
Bobcat,X442,450x71x86,450x71x86,450x71x86
Bobcat,X442B,450x71x86,450x71x86,450x71x86
Bobcat,X442ZTS,450x71x86,450x71x86,450x71x86
Bobcat,X444,500x92x78,500x92x78,500x92x78
Bobcat,Y12,230x72x43,230x72x43,230x72x43
Bobcat,ZX125,500x92x78,500x92x78,500x92x78
Bobcat,ZX75,450x71x86,450x71x86,450x71x86
Bonne Esperance,B23RP,250x72x47,250x72x47,250x72x47
Bonne Esperance,BE2050,250x72x52,250x72x52,250x72x52
Bonne Esperance,Minisand,250x72x52,250x72x52,250x72x52
Bormor,200TX,230x72x56,230x72x56,230x72x56
Bormor,400TX,230x72x56,230x72x56,230x72x56
Boxer,118,180x72x36,180x72x36,180x72x36
Boxer,320,180x72x36,180x72x36,180x72x36
Boxer,322D,180x72x36,180x72x36,180x72x36
Boxer,427,230x72x39,230x72x39,230x72x39
Boxer,526DX,230x72x39,230x72x39,230x72x39
Boxer,530DX,230x72x39,230x72x39,230x72x39
Boxer,532DX,230x72x39,230x72x39,230x72x39
Boxer,600HD,180x72x39,180x72x39,180x72x39
Boxer,700HDX,230x72x39,230x72x39,230x72x39
Boxer,Brute TRX,230x72x39,230x72x39,230x72x39
Boxer,TL 224,180x72x34,180x72x34,180x72x34
Brokk,100,180x72x36;200x72x36,180x72x36;200x72x36,180x72x36;200x72x36
Brokk,110,180x72x36,180x72x36,180x72x36
Brokk,120D,180x72x39,180x72x39,180x72x39
Brokk,150,200x72x36;180x72x36,200x72x36;180x72x36,200x72x36;180x72x36
Brokk,160,230x72x42,230x72x42,230x72x42
Brokk,180,230x72x42,230x72x42,230x72x42
Brokk,180 <<2004,230x72x56,230x72x56,230x72x56
Brokk,180 >>2005,230x72x42,230x72x42,230x72x42
Brokk,260,300x55x72;300x52.5x74,300x55x72;300x52.5x74 (Narrow),300x55x72;300x52.5x74(N)
Brokk,280,300x55x72;300x52.5x74,300x55x72;300x52.5x74 (Narrow),300x55x72;300x52.5x74(N)
Brokk,300,300x52.5x78;300x52.5x78,300x52.5x78;300x52.5x78 (Narrow),300x52.5x78;300x52.5x78(N)
Brokk,330,300x55x78;300x25.5x80,300x55x78;300x25.5x80 (Narrow),300x55x78;300x25.5x80(N)
Brokk,40,130x72x29,130x72x29,130x72x29
Brokk,400,300x55x78;300x52.5x80,300x55x78;300x52.5x80 (Narrow),300x55x78;300x52.5x80(N)
Brokk,50,130x72x29,130x72x29,130x72x29
Brokk,60,130x72x29,130x72x29,130x72x29
Brokk,90,180x72x36,180x72x36,180x72x36
Brokk,Aquacutter,250x72x52,250x72x52,250x72x52
Brokk,BM 110,200x72x36;180x72x36,200x72x36;180x72x36,200x72x36;180x72x36
Brokk,BM 150,200x72x36;180x72x36,200x72x36;180x72x36,200x72x36;180x72x36
Brokk,BM 150C,200x72x36;180x72x36,200x72x36;180x72x36,200x72x36;180x72x36
Brokk,BM 150P,200x72x36;180x72x36,200x72x36;180x72x36,200x72x36;180x72x36
Brokk,K330,250x96x41;250x47x84;250x48x82,250x96x41;250x47x84;250x48x82,250x96x41;250x47x84;250x48x82
C & F,T 50,180x72x34,180x72x34,180x72x34
C & F,T 85,180x72x34,180x72x34,180x72x34
CARAVAGGI,Bio235,230x72x43,230x72x43,230x72x43
CASE,15,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
CASE,15 Maxi (rental),230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
CASE,16,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
CASE,16 Maxi,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
CASE,16 RTN,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
CASE,17 RTN Maxi,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
CASE,1854C,320x86x52;375x86x52;400x86x52,320x86x52;375x86x52;400x86x52,320x86x52;375x86x52;400x86x52
CASE,23,250x109x35;300x52.5x72,250x109x35;300x52.5x72,250x109x35;300x52.5x72
CASE,23 Maxi,250x109x35;300x52.5x72,250x109x35;300x52.5x72,250x109x35;300x52.5x72
CASE,28,300x109x38;300x52.5x78,300x109x38;300x52.5x78,300x109x38;300x52.5x78
CASE,28 Maxi,300x109x38;300x52.5x78,300x109x38;300x52.5x78,300x109x38;300x52.5x78
CASE,31,300x109x40;300x52.5x82,300x109x40;300x52.5x82,300x109x40;300x52.5x82
CASE,31 Maxi,300x109x40;300x52.5x82,300x109x40;300x52.5x82,300x109x40;300x52.5x82
CASE,35,350x108x42;350x52.5x86,350x108x42;350x52.5x86,350x108x42;350x52.5x86
CASE,35 Maxi,350x108x42;350x52.5x86,350x108x42;350x52.5x86,350x108x42;350x52.5x86
CASE,35 STB,350x108x42;350x52.5x86,350x108x42;350x52.5x86,350x108x42;350x52.5x86
CASE,40XT,320x86x54;375x86x54;400x86x54,320x86x54;375x86x54;400x86x54,320x86x54;375x86x54;400x86x54
CASE,410,320x86x54;375x86x54;400x86x54,320x86x54;375x86x54;400x86x54,320x86x54;375x86x54;400x86x54
CASE,420,320x86x54;375x86x54;400x86x54,320x86x54;375x86x54;400x86x54,320x86x54;375x86x54;400x86x54
CASE,420CT,320x86x50,320x86x50,320x86x50
CASE,430,450x86x56,450x86x56,450x86x56
CASE,435,450x86x58,450x86x58,450x86x58
CASE,440,320x86x54;375x86x54;450x86x56,320x86x54;375x86x54;450x86x56,320x86x54;375x86x54;450x86x56
CASE,440CT,400x86x50,400x86x50,400x86x50
CASE,445,450x86x58,450x86x58,450x86x58
CASE,445CT,400x86x55;450x86x55,400x86x55;450x86x55,400x86x55;450x86x55
CASE,450,450x86x58,450x86x58,450x86x58
CASE,450CT,400x86x55;450x86x55,400x86x55;450x86x55,400x86x55;450x86x55
CASE,465,450x86x60,450x86x60,450x86x60
CASE,50,400x72.5x72;400x72.5x72,400x72.5x72;400x72.5x72 (Narrow),400x72.5x72;400x72.5x72(N)
CASE,50 Maxi,400x72.5x72;400x72.5x72,400x72.5x72;400x72.5x72 (Narrow),400x72.5x72;400x72.5x72(N)
CASE,50 RTB,400x72.5x72;400x72.5x72,400x72.5x72;400x72.5x72 (Narrow),400x72.5x72;400x72.5x72(N)
CASE,6010 Turbo,230x72x56,230x72x56,230x72x56
CASE,6030 Turbo,400x135x39;400x725.5x74,400x135x39;400x725.5x74,400x135x39;400x725.5x74
CASE,6060 Turbo,400x73x74;400x72.5x74,400x73x74;400x72.5x74,400x73x74;400x72.5x74
CASE,60XT,320x86x54;375x86x54;450x86x56,320x86x54;375x86x54;450x86x56,320x86x54;375x86x54;450x86x56
CASE,70XT,320x86x54;375x86x54;450x86x56,320x86x54;375x86x54;450x86x56,320x86x54;375x86x54;450x86x56
CASE,75XT,450x86x58,450x86x58,450x86x58
CASE,85XT,450x86x58,450x86x58,450x86x58
CASE,9007 Alliance,450x73.5x80;450x135x42;450x71x82,450x73.5x80;450x135x42;450x71x82,450x73.5x80;450x135x42;450x71x82
CASE,90XT,450x86x58,450x86x58,450x86x58
CASE,95XT,450x86x60,450x86x60,450x86x60
CASE,CK08,180x72x36,180x72x36,180x72x36
CASE,CK13,200x96x30;230x48x60,200x96x30;230x48x60,200x96x30;230x48x60
CASE,CK15,200x96x30;230x48x60,200x96x30;230x48x60,200x96x30;230x48x60
CASE,CK16,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
CASE,CK23,260x109x35;300x52.5x72,260x109x35;300x52.5x72 (Narrow),260x109x35;300x52.5x72(N)
CASE,CK25,300x109x35;300x52.5x72,300x109x35;300x52.5x72 (Narrow),300x109x35;300x52.5x72(N)
CASE,CK28,300x109x35;300x52.5x72,300x109x35;300x52.5x72 (Narrow),300x109x35;300x52.5x72(N)
CASE,CK28 (1997),300x109x38;300x52.5x78,300x109x38;300x52.5x78,300x109x38;300x52.5x78
CASE,CK31,300x109x40;300x52.5x82,300x109x40;300x52.5x82,300x109x40;300x52.5x82
CASE,CK32,300x109x39;300x52.5x80,300x109x39;300x52.5x80 (Narrow),300x109x39;300x52.5x80(N)
CASE,CK35,350x108x42;350x52.5x86,350x108x42;350x52.5x86,350x108x42;350x52.5x86
CASE,CK36,300x109x41;300x52.5x84,300x109x41;300x52.5x84,300x109x41;300x52.5x84
CASE,CK38,350x56x84;350x52.5x88,350x56x84;350x52.5x88,350x56x84;350x52.5x88
CASE,CK50,400x73x72;400x72.5x72,400x73x72;400x72.5x72 (Narrow),400x73x72;400x72.5x72(N)
CASE,CK52,400x72.5x72;400x72.5x72,400x72.5x72;400x72.5x72 (Narrow),400x72.5x72;400x72.5x72(N)
CASE,CX 26C,250x52.5x78,250x52.5x78,250x52.5x78
CASE,CX 27B,250x52.5x80;300x52.5x80,250x52.5x80;300x52.5x80 (Narrow),250x52.5x80;300x52.5x80(N)
CASE,CX 27BMC,250x52.5x80;300x52.5x80,250x52.5x80;300x52.5x80 (Narrow),250x52.5x80;300x52.5x80(N)
CASE,CX 27BMR,250x52.5x80;300x52.5x80,250x52.5x80;300x52.5x80 (Narrow),250x52.5x80;300x52.5x80(N)
CASE,CX 27BZTS,250x52.5x80;300x52.5x80,250x52.5x80;300x52.5x80 (Narrow),250x52.5x80;300x52.5x80(N)
CASE,CX 28,300x109x38;300x52.5x78,300x109x38;300x52.5x78,300x109x38;300x52.5x78
CASE,CX 30B,250x52.5x80;300x52.5x80,250x52.5x80;300x52.5x80 (Narrow),250x52.5x80;300x52.5x80(N)
CASE,CX 30C,300x52.5x80;300x52.5x80,300x52.5x80;300x52.5x80 (Narrow),300x52.5x80;300x52.5x80(N)
CASE,CX 31,300x109x40;300x52.5x82,300x109x40;300x52.5x82,300x109x40;300x52.5x82
CASE,CX 31B,300x52.5x82;300x52.5x88,300x52.5x82;300x52.5x88,300x52.5x82;300x52.5x88
CASE,CX 31BMC,300x52.5x82,300x52.5x82,300x52.5x82
CASE,CX 31BMR,300x52.5x82,300x52.5x82,300x52.5x82
CASE,CX 33C,300x52.5x86,300x52.5x86,300x52.5x86
CASE,CX 35,300x52.5x86,300x52.5x86,300x52.5x86
CASE,CX 35B,300x52.5x82,300x52.5x82,300x52.5x82
CASE,CX 36,300x52.5x88,300x52.5x88,300x52.5x88
CASE,CX 36BMC[I guiding],300x52.5x88;300x52.5x88,300x52.5x88;300x52.5x88 (Narrow),300x52.5x88;300x52.5x88(N)
CASE,CX 36BMC[J guiding],300x52.5x88;300x52.5x88,300x52.5x88;300x52.5x88 (Narrow),300x52.5x88;300x52.5x88(N)
CASE,CX 36BMR[I guiding],300x52.5x88;300x52.5x88,300x52.5x88;300x52.5x88 (Narrow),300x52.5x88;300x52.5x88(N)
CASE,CX 36BMR[J guiding],300x52.5x88,300x52.5x88,300x52.5x88
CASE,CX 36BZTS[I guiding],300x52.5x88;300x52.5x88,300x52.5x88;300x52.5x88 (Narrow),300x52.5x88;300x52.5x88(N)
CASE,CX 36BZTS[J guiding],300x52.5x88;300x52x588,300x52.5x88;300x52x588,300x52.5x88;300x52x588
CASE,CX 36B[I guiding],300x52.5x88;300x52.5x88,300x52.5x88;300x52.5x88 (Narrow),300x52.5x88;300x52.5x88(N)
CASE,CX 36B[J guiding],300x52.5x88,300x52.5x88,300x52.5x88
CASE,CX 37C,300x52.5x86,300x52.5x86,300x52.5x86
CASE,CX 39B,300x52.5x88;300x52.5x88,300x52.5x88;300x52.5x88 (Narrow),300x52.5x88;300x52.5x88(N)
CASE,CX 40B,400x74x68;400x72.5x70,400x74x68;400x72.5x70 (Narrow),400x74x68;400x72.5x70(N)
CASE,CX 40BMC,400x74x68;400x72.5x70,400x74x68;400x72.5x70 (Narrow),400x74x68;400x72.5x70(N)
CASE,CX 40BMR,400x74x68;400x72.5x70,400x74x68;400x72.5x70 (Narrow),400x74x68;400x72.5x70(N)
CASE,CX 45B,400x74x68;400x72.5x70,400x74x68;400x72.5x70 (Narrow),400x74x68;400x72.5x70(N)
CASE,CX 47,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
CASE,CX 50,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
CASE,CX 50B,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
CASE,CX 50BMC,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
CASE,CX 50BMR,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
CASE,CX 50BZTS,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
CASE,CX 55B,400x72.5x74,400x72.5x74,400x72.5x74
CASE,CX 57C,400x73x76;400x72.5x76,400x73x76;400x72.5x76,400x73x76;400x72.5x76
CASE,CX 60C,400x73x76;400x72.5x76,400x73x76;400x72.5x76,400x73x76;400x72.5x76
CASE,CX 75SR,450x81x76;450x81x76,450x81x76;450x81x76 (Narrow),450x81x76;450x81x76(N)
CASE,CX 80,450x81x76;450x81x76,450x81x76;450x81x76 (Narrow),450x81x76;450x81x76(N)
CASE,CX 80C,450x81x76;450x81x76,450x81x76;450x81x76 (Narrow),450x81x76;450x81x76(N)
CASE,CX 90D,450x81.5x76;450x81x76,450x81.5x76;450x81x76 (Narrow),450x81.5x76;450x81x76(N)
CASE,CX14,230x48x70,230x48x70,230x48x70
CASE,CX14ZTS,230x48x70,230x48x70,230x48x70
CASE,CX15,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
CASE,CX15STC,230x48x70,230x48x70,230x48x70
CASE,CX15STR,230x48x70,230x48x70,230x48x70
CASE,CX16(2001),230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
CASE,CX16B,230x48x70,230x48x70,230x48x70
CASE,CX16SVC,230x48x70,230x48x70,230x48x70
CASE,CX16SVR,230x48x70,230x48x70,230x48x70
CASE,CX17BZTS,230x48x70,230x48x70,230x48x70
CASE,CX17C,230x48x70,230x48x70,230x48x70
CASE,CX18B,230x48x70,230x48x70,230x48x70
CASE,CX18C,230x48x70,230x48x70,230x48x70
CASE,CX20 BMR,250x52.5x76;300x52.5x76,250x52.5x76;300x52.5x76 (Narrow),250x52.5x76;300x52.5x76(N)
CASE,CX20B,250x52.5x76;300x52.5x76,250x52.5x76;300x52.5x76 (Narrow),250x52.5x76;300x52.5x76(N)
